Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-21,31.03022364946359,31.07401386947284,30.58355471882224,30.644865036010742,4646600,0.0,0
2014-01-22,30.80250782317751,31.24041668622624,30.714927386959555,31.161596298217773,2203500,0.0,0
2014-01-23,30.93388741925287,31.082778196956355,30.758723174122927,31.056501388549805,2558400,0.0,0
2014-01-24,30.837539435431022,30.837539435431022,30.294533414156998,30.452180862426758,4411400,0.0,0
2014-01-27,30.566038466110147,30.636102143424896,30.014272390471966,30.347084045410156,3238300,0.0,0
2014-01-28,30.478468029108935,30.662389021136597,30.18068975302477,30.355854034423828,3083000,0.0,0
2014-01-29,30.24198727781252,30.417151504345718,29.909178922477157,30.119373321533203,3003200,0.0,0
2014-01-30,30.233220782791957,30.312044492166002,30.00550635972087,30.206947326660156,3770400,0.0,0
2014-01-31,31.249177139279773,33.50002845723245,31.187870164937056,32.755584716796875,12040800,0.0,0
2014-02-03,32.711794910483974,33.09715689740256,31.47689189263468,31.546958923339844,6871100,0.0,0
2014-02-04,31.757141790721292,31.984856216765763,30.83753406333541,31.065248489379883,6792100,0.0,0
2014-02-05,31.038984638707323,31.40682988768213,30.872580443325916,31.170358657836914,3978400,0.0,0
2014-02-06,31.22290099297278,31.50316237759082,30.9864298232677,31.266691207885742,3298900,0.0,0
2014-02-07,31.30173191458137,31.792187779962113,31.126567673668244,31.608266830444336,3701600,0.0,0
2014-02-10,31.608274267922432,32.07245677573211,31.520693797348045,31.96735954284668,3592100,0.0,0
2014-02-11,31.923563133814717,32.20382459462953,31.660818431923353,32.195064544677734,4236000,0.0,0
2014-02-12,32.16877968907174,32.54538152015881,31.958585338359267,32.30891036987305,3858200,0.0,0
2014-02-13,32.2125743574363,32.94826136868021,32.16878414006048,32.816890716552734,3052500,0.0,0
2014-02-14,32.8168903083204,33.04460144042969,32.606692590160044,33.04460144042969,2406100,0.0,0
2014-02-18,33.17598577061025,33.74526544877907,33.17598577061025,33.578861236572266,3083500,0.0,0
2014-02-19,33.500027372370035,33.64015807218391,33.228522679802154,33.53506088256836,3180000,0.0,0
2014-02-20,33.55258180126192,34.42839961902514,33.55258180126192,34.305782318115234,3759000,0.0,0
2014-02-21,34.41964386593882,34.437160625398,33.70147343301392,34.07807540893555,3838200,0.0,0
2014-02-24,34.15689282212595,34.32329699466056,33.72774064740666,34.034278869628906,2770500,0.0,0
2014-02-25,34.17440095255422,34.62982647614854,34.04302698462131,34.095577239990234,3849900,0.0,0
2014-02-26,34.187731208432275,34.61771185701448,34.126305879696154,34.319358825683594,2960900,0.075,0
2014-02-27,34.26669904776002,34.44220138033022,33.85427241576291,34.14384841918945,3929700,0.0,0
2014-02-28,34.15262081721381,34.70545197358697,34.13507359726535,34.61770248413086,3366300,0.0,0
2014-03-03,34.266695220912936,34.266695220912936,33.6085640578451,34.056095123291016,4367500,0.0,0
2014-03-04,34.43342464553687,34.863401806517494,34.37199598939708,34.749324798583984,4431200,0.0,0
2014-03-05,34.86339649955123,35.80232990113354,34.77564702830023,35.468875885009766,5059600,0.0,0
2014-03-06,35.46889266277396,35.53032133862043,35.11789126430885,35.249515533447266,3237300,0.0,0
2014-03-07,35.33726501464844,35.41624090755146,35.03013505450156,35.33726501464844,1959500,0.0,0
2014-03-10,35.302160463499774,35.62683761521106,35.021358059734006,35.267059326171875,3023200,0.0,0
2014-03-11,35.346025138499186,35.44255156492835,34.793197446559375,34.87217330932617,2914400,0.0,0
2014-03-12,34.793199923414086,35.52152995639813,34.76687240233246,35.51275634765625,2325700,0.0,0
2014-03-13,35.53908052130989,35.802332300130296,35.35480461087841,35.51275634765625,2348600,0.0,0
2014-03-14,35.4162393856689,36.416598421167784,35.4162393856689,36.3990478515625,3978400,0.0,0
2014-03-17,36.46924609455148,36.776372660087226,36.36394268857193,36.56576919555664,3383600,0.0,0
2014-03-18,36.6359715573012,37.1888027240686,36.6359715573012,37.144927978515625,3345200,0.0,0
2014-03-19,37.20635152199217,37.285327399202316,36.48679501737895,36.776371002197266,4495000,0.0,0
2014-03-20,36.75005065913819,37.15370369701735,36.41659654864167,37.10982894897461,2027300,0.0,0
2014-03-21,37.4081772103305,37.61000370384909,37.10982427481861,37.180023193359375,3904900,0.0,0
2014-03-24,37.294100201844934,37.522250871387776,36.96064613334852,37.180023193359375,1974400,0.0,0
2014-03-25,37.19757251321139,37.416949565870034,36.995746026456814,37.23267364501953,2839500,0.0,0
2014-03-26,37.329213599161136,37.724093106402066,37.0220836057829,37.61878967285156,3316100,0.0,0
2014-03-27,37.57491491592021,37.70654253414365,37.17126179626476,37.61878967285156,2391000,0.0,0
2014-03-28,37.64510960652966,38.12773853021774,37.610008469097764,37.86448669433594,1985700,0.0,0
2014-03-31,38.434868473217946,38.803423753605585,37.97856368901035,38.619144439697266,3312900,0.0,0
2014-04-01,38.72444103147708,38.82096747711234,38.01365812514974,38.12773513793945,4026500,0.0,0
2014-04-02,38.145285241738605,38.15405885149505,36.28496531510547,36.36394119262695,8327000,0.0,0
2014-04-03,36.34639009403787,36.85534648560468,36.29374174141256,36.84657287597656,5031400,0.0,0
2014-04-04,36.99574344886052,37.101043489520244,36.14455947267232,36.1708869934082,3629800,0.0,0
2014-04-07,36.170898013253854,36.61842583297267,35.90764281025918,35.99539566040039,3285900,0.0,0
2014-04-08,36.02171584063222,36.62719872335147,35.79356515046473,36.49557113647461,4117700,0.0,0
2014-04-09,36.55699775083567,37.241453193102835,36.51312300279293,37.10982894897461,3413900,0.0,0
2014-04-10,37.074734923775296,37.32921319764105,36.18845279254923,36.25865173339844,4584500,0.0,0
2014-04-11,36.24986901990352,36.89922328630152,36.22354149469438,36.56576919555664,3036600,0.0,0
2014-04-14,36.785144470122596,37.206351378572,36.60964549693508,37.18880081176758,2679900,0.0,0
2014-04-15,37.2589865652412,37.58366691524723,36.50432919646829,37.24143600463867,3230700,0.0,0
2014-04-16,37.49592675891744,38.048757888361735,36.907997843857416,37.51347732543945,4069000,0.0,0
2014-04-17,37.41694325965688,37.68897196418031,37.24144097762331,37.42572021484375,2070500,0.0,0
2014-04-21,37.50469952933183,37.829376605175355,37.452047835643185,37.75917434692383,3408400,0.0,0
2014-04-22,37.90835189819336,38.022428892411405,37.5661242629671,37.90835189819336,2166500,0.0,0
2014-04-23,37.88202628541894,38.11895389421917,37.82060098099977,37.95222854614258,2375900,0.0,0
2014-04-24,37.98734571305104,37.98734571305104,36.75005879860837,37.29411315917969,4299900,0.0,0
2014-04-25,37.32920008377785,37.732853057286995,37.08349550854901,37.23267364501953,2749700,0.0,0
2014-04-28,37.45205815968245,37.6187835478475,36.95187864775848,37.3116569519043,3156500,0.0,0
2014-04-29,37.17125745554543,37.48716102444815,36.635976780174595,36.67985153198242,3043200,0.0,0
2014-04-30,36.671069704793624,36.943095113514865,36.592093830261724,36.82902145385742,3409900,0.0,0
2014-05-01,37.06594363788387,37.29409427114501,36.5394367691287,37.215118408203125,2629200,0.0,0
2014-05-02,37.15369151032033,37.60121914944972,36.96063866534063,37.42572021484375,2455900,0.0,0
2014-05-05,35.56541113198427,35.72336289734996,33.617344938188374,33.73141860961914,10992300,0.0,0
2014-05-06,33.836714545683705,33.95078819192257,33.345308790019914,33.5646858215332,5311600,0.0,0
2014-05-07,33.66121704382485,34.45097246126495,33.617342300760676,34.42464828491211,3890900,0.0,0
2014-05-08,34.40710259351929,34.8985084887815,34.143850750404425,34.36322784423828,4023800,0.0,0
2014-05-09,34.31057172858895,34.64402580565592,34.249146418001395,34.60015106201172,2722400,0.0,0
2014-05-12,34.81952523409121,34.96870001957045,34.74932297215174,34.95115280151367,2865500,0.0,0
2014-05-13,34.977483518328086,35.539088329175854,34.977483518328086,35.18808364868164,2449800,0.0,0
2014-05-14,35.144215066790586,35.495219808871184,34.942388511694496,35.23196792602539,1957000,0.0,0
2014-05-15,35.144205984323754,35.65316239406592,34.80197829032465,35.626834869384766,2657800,0.0,0
2014-05-16,35.793560688997815,36.03048830738731,35.53030889548554,35.89008712768555,2700500,0.0,0
2014-05-19,35.69703320621906,36.0304872535432,35.57418259600176,35.95151138305664,1677800,0.0,0
2014-05-20,35.97783354853583,36.15333584508743,35.539079480870754,35.661930084228516,3190100,0.0,0
2014-05-21,35.67947653143215,35.749678780923034,34.85462018447926,34.90726852416992,2865500,0.0,0
2014-05-22,34.84585184869937,34.95115524898249,33.93324246414897,34.33689880371094,4406700,0.0,0
2014-05-23,34.52117921529656,34.93360921805124,34.45975389753677,34.85463333129883,2254900,0.0,0
2014-05-27,35.10910455367349,36.75004743544488,35.07400676677528,36.45169448852539,6179700,0.0,0
2014-05-28,36.447300029585726,36.58795518086626,35.805560692275606,35.823143005371094,4561500,0.075,0
2014-05-29,37.25606574314058,38.68019941914288,37.08024598417516,38.020877838134766,11088700,0.0,0
2014-05-30,37.52858851997982,38.20549250848287,37.21211693302201,37.32639694213867,4696800,0.0,0
2014-06-02,37.41430023204491,38.21427688626462,37.379135612336135,38.152740478515625,2944500,0.0,0
2014-06-03,37.176949337247294,38.354937436234835,36.95717546320844,36.992340087890625,8088600,0.0,0
2014-06-04,37.05388270605885,37.24728146721366,36.350603508640006,36.42093276977539,4945300,0.0,0
2014-06-05,36.50883724435205,36.587955978264375,35.77918967914591,35.95500946044922,5849800,0.0,0
2014-06-06,35.72643618905182,35.87588414948082,35.16381567481207,35.26930618286133,5381400,0.0,0
2014-06-09,34.9088879504536,34.94405258178711,32.860596800791875,32.966087341308594,12264100,0.0,0
2014-06-10,32.35071221341972,32.500160185228175,31.2166782667221,31.708972930908203,14592800,0.0,0
2014-06-11,31.691394058298624,31.946332573853326,31.322175535205663,31.726558685302734,6605800,0.0,0
2014-06-12,31.418880893781232,31.55953606761389,30.79472041600769,30.91779327392578,7890000,0.0,0
2014-06-13,30.908996588644918,31.20788918256088,30.812295550395184,31.146352767944336,5927700,0.0,0
