Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-21,40.5842250035592,41.18496486221439,40.48982260485739,40.79877471923828,3764700,0.0,0
2014-01-22,39.86334157799062,41.974510193172186,39.56296998352174,41.72563171386719,12202000,0.0,0
2014-01-23,41.41667703908891,41.56257255291837,40.644300001452386,41.21929168701172,8995100,0.0,0
2014-01-24,40.936089562760515,41.06481743783241,40.20661850894338,40.21520233154297,3530000,0.0,0
2014-01-27,40.28384300714475,40.46406720971626,39.66594221213732,39.88907241821289,2727200,0.0,0
2014-01-28,39.940572955774044,40.32676307070249,39.69169451795698,39.82900619506836,2795300,0.0,0
2014-01-29,39.62304193524028,39.96632280729196,39.55438772509136,39.76035690307617,2598500,0.0,0
2014-01-30,40.232355799957,40.309593813576186,39.726018438179736,40.14653396606445,6958600,0.0,0
2014-01-31,39.6058784540627,40.1465413754122,39.5372209742774,39.837589263916016,2460300,0.0,0
2014-02-03,39.63161882471641,39.82042359869346,38.55887037942584,38.6361083984375,3278700,0.0,0
2014-02-04,39.02446236715166,39.02446236715166,38.51529743725912,39.0072021484375,2945200,0.25,0
2014-02-05,38.57571070597357,39.19706218626618,38.56707894966299,39.01583480834961,3327700,0.0,0
2014-02-06,39.00720214132633,39.67170574747512,38.98994192261531,39.17116928100586,3268700,0.0,0
2014-02-07,39.41280332129673,39.8356704234384,39.119389497506475,39.78388977050781,3415700,0.0,0
2014-02-10,39.90471561498952,40.293059031844976,39.71485649240223,40.11183166503906,3834800,0.0,0
2014-02-11,40.198127968837966,41.40631356218073,40.04278930380035,41.38905334472656,7944500,0.0,0
2014-02-12,41.466730849006865,42.45054039342249,41.466730849006865,42.20027542114258,7500200,0.0,0
2014-02-13,42.036294636614166,43.140925455503265,41.9327366289854,43.132293701171875,5898500,0.0,0
2014-02-14,43.06326966598078,43.097786818009524,42.640402456134,43.05463790893555,3801600,0.0,0
2014-02-18,42.76983327326149,43.46885384575634,42.74394130580109,43.42570495605469,4311100,0.0,0
2014-02-19,43.30489361943902,44.06432670847773,43.30489361943902,43.90035629272461,4765300,0.0,0
2014-02-20,43.900356333559735,44.09021542900846,43.38256299039931,43.788169860839844,3660400,0.0,0
2014-02-21,44.38364069470936,44.38364069470936,43.66735636986219,43.84858703613281,4136400,0.0,0
2014-02-24,44.01254830321389,44.789241648914114,44.01254830321389,44.305965423583984,3907400,0.0,0
2014-02-25,44.4267972414119,44.59939618123801,44.055710673003595,44.44405746459961,3894100,0.0,0
2014-02-26,44.504458598657244,45.212111161875676,44.504458598657244,45.0308837890625,6102600,0.0,0
2014-02-27,44.8064948633422,45.11717217588813,44.651159499118926,44.901424407958984,4411600,0.0,0
2014-02-28,44.961840383915174,45.21210862301323,44.58212543952688,45.04814147949219,4048400,0.0,0
2014-03-03,44.668424069425726,44.84965472746514,44.219671532324014,44.78924560546875,3815200,0.0,0
