,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType,date
4,BX,Blackstone Inc,2021-10-21T12:30:00.000Z,BMO,0.91,1.28,40.66,EST,-18000000,EQUITY,2021-10-21
6,BX,Blackstone Inc.,2021-07-22T00:00:00.000Z,TNS,0.78,0.82,5.4,EST,0,EQUITY,2021-07-22
7,BX,Blackstone Inc.,2021-04-22T00:00:00.000Z,TNS,0.76,0.96,26.82,EST,0,EQUITY,2021-04-22
8,BX,Blackstone Inc.,2021-01-27T00:00:00.000Z,TNS,0.89,1.13,27.54,EST,0,EQUITY,2021-01-27
9,BX,Blackstone Inc.,2020-10-28T00:00:00.000Z,TNS,0.57,0.63,9.76,EST,0,EQUITY,2020-10-28
10,BX,Blackstone Inc.,2020-07-23T00:00:00.000Z,TNS,0.43,0.43,-0.92,EST,0,EQUITY,2020-07-23
11,BX,Blackstone Inc.,2020-04-23T00:00:00.000Z,TNS,0.5,0.46,-8.0,EST,0,EQUITY,2020-04-23
12,BX,Blackstone Inc.,2020-01-30T00:00:00.000Z,TNS,0.67,0.72,8.27,EST,0,EQUITY,2020-01-30
13,BX,Blackstone Inc.,2019-10-23T00:00:00.000Z,TNS,0.53,0.58,9.02,EST,0,EQUITY,2019-10-23
14,BX,Blackstone Inc.,2019-07-18T00:00:00.000Z,TNS,0.48,0.57,17.77,EST,0,EQUITY,2019-07-18
15,BX,Blackstone Inc.,2019-04-18T00:00:00.000Z,TNS,0.51,0.44,-13.56,EST,0,EQUITY,2019-04-18
16,BX,Blackstone Inc.,2019-01-31T00:00:00.000Z,TNS,0.01,0.05,900.0,EST,0,EQUITY,2019-01-31
17,BX,Blackstone Inc.,2018-10-18T00:00:00.000Z,TNS,0.74,0.76,2.84,EST,0,EQUITY,2018-10-18
18,BX,Blackstone Inc.,2018-07-19T00:00:00.000Z,TNS,0.75,0.9,20.48,EST,0,EQUITY,2018-07-19
19,BX,Blackstone Inc.,2018-04-19T00:00:00.000Z,TNS,0.45,0.65,45.41,EST,0,EQUITY,2018-04-19
20,BX,Blackstone Inc.,2018-02-01T00:00:00.000Z,TNS,0.67,0.71,5.97,EST,0,EQUITY,2018-02-01
21,BX,Blackstone Inc.,2017-10-19T00:00:00.000Z,TNS,0.54,0.69,27.07,EST,0,EQUITY,2017-10-19
22,BX,Blackstone Inc.,2017-07-20T00:00:00.000Z,TNS,0.62,0.59,-4.84,EST,0,EQUITY,2017-07-20
23,BX,Blackstone Inc.,2017-04-20T00:00:00.000Z,TNS,0.68,0.82,20.41,EST,0,EQUITY,2017-04-20
24,BX,Blackstone Inc.,2017-01-26T00:00:00.000Z,TNS,0.64,0.68,5.75,EST,0,EQUITY,2017-01-26
25,BX,Blackstone Inc.,2016-10-27T00:00:00.000Z,TNS,0.48,0.57,19.5,EST,0,EQUITY,2016-10-27
26,BX,Blackstone Inc.,2016-07-21T00:00:00.000Z,TNS,0.39,0.44,12.53,EST,0,EQUITY,2016-07-21
27,BX,Blackstone Inc.,2016-04-21T00:00:00.000Z,TNS,0.37,0.31,-15.07,EST,0,EQUITY,2016-04-21
28,BX,Blackstone Inc.,2016-01-28T00:00:00.000Z,TNS,0.46,0.37,-18.68,EST,0,EQUITY,2016-01-28
29,BX,Blackstone Inc.,2015-10-15T00:00:00.000Z,TNS,-0.3,-0.35,-17.85,EST,0,EQUITY,2015-10-15
30,BX,Blackstone Inc.,2015-07-16T00:00:00.000Z,TNS,0.44,0.43,-1.15,EST,0,EQUITY,2015-07-16
31,BX,Blackstone Inc.,2015-04-16T00:00:00.000Z,TNS,1.04,1.37,32.24,EST,0,EQUITY,2015-04-16
32,BX,Blackstone Inc.,2015-01-29T00:00:00.000Z,TNS,0.93,1.25,35.14,EST,0,EQUITY,2015-01-29
33,BX,Blackstone Inc.,2014-10-16T00:00:00.000Z,TNS,0.72,0.66,-8.71,EST,0,EQUITY,2014-10-16
34,BX,Blackstone Inc.,2014-07-17T00:00:00.000Z,TNS,0.71,1.15,62.04,EST,0,EQUITY,2014-07-17
35,BX,Blackstone Inc.,2014-04-17T00:00:00.000Z,TNS,0.55,0.7,27.63,EST,0,EQUITY,2014-04-17
36,BX,Blackstone Inc.,2014-01-30T00:00:00.000Z,TNS,0.82,1.35,63.71,EST,0,EQUITY,2014-01-30
37,BX,Blackstone Inc.,2013-10-17T00:00:00.000Z,TNS,0.55,0.56,1.67,EST,0,EQUITY,2013-10-17
38,BX,Blackstone Inc.,2013-07-18T00:00:00.000Z,TNS,0.49,0.62,26.77,EST,0,EQUITY,2013-07-18
39,BX,Blackstone Inc.,2013-04-18T00:00:00.000Z,TNS,0.54,0.55,2.12,EST,0,EQUITY,2013-04-18
40,BX,Blackstone Inc.,2013-01-31T00:00:00.000Z,TNS,0.47,0.59,25.53,EST,0,EQUITY,2013-01-31
41,BX,Blackstone Inc.,2012-10-18T00:00:00.000Z,TNS,0.42,0.55,32.41,EST,0,EQUITY,2012-10-18
42,BX,Blackstone Inc.,2012-07-19T00:00:00.000Z,TNS,0.11,0.19,71.62,EST,0,EQUITY,2012-07-19
43,BX,Blackstone Inc.,2012-04-19T00:00:00.000Z,TNS,0.4,0.39,-2.34,EST,0,EQUITY,2012-04-19
44,BX,Blackstone Inc.,2012-02-02T00:00:00.000Z,TNS,0.4,0.4,0.67,EST,0,EQUITY,2012-02-02
45,BX,Blackstone Inc.,2011-10-20T00:00:00.000Z,TNS,-0.05,-0.31,-530.47,EST,0,EQUITY,2011-10-20
46,BX,Blackstone Inc.,2011-07-21T00:00:00.000Z,TNS,0.33,0.63,93.85,EST,0,EQUITY,2011-07-21
47,BX,Blackstone Inc.,2011-04-21T00:00:00.000Z,TNS,0.41,0.51,24.09,EST,0,EQUITY,2011-04-21
48,BX,Blackstone Inc.,2011-02-03T00:00:00.000Z,TNS,0.3,0.46,52.7,EST,0,EQUITY,2011-02-03
49,BX,Blackstone Inc.,2010-10-28T00:00:00.000Z,TNS,0.26,0.3,15.94,EST,0,EQUITY,2010-10-28
50,BX,Blackstone Inc.,2010-07-22T00:00:00.000Z,TNS,0.16,0.18,12.5,EST,0,EQUITY,2010-07-22
51,BX,Blackstone Inc.,2010-04-22T00:00:00.000Z,TNS,0.21,0.32,50.0,EST,0,EQUITY,2010-04-22
52,BX,Blackstone Inc.,2010-02-25T00:00:00.000Z,TNS,0.2,0.29,48.29,EST,0,EQUITY,2010-02-25
53,BX,Blackstone Inc.,2009-11-06T00:00:00.000Z,TNS,0.15,0.25,63.55,EST,0,EQUITY,2009-11-06
54,BX,Blackstone Inc.,2009-08-06T00:00:00.000Z,TNS,0.09,0.16,75.0,EST,0,EQUITY,2009-08-06
55,BX,Blackstone Inc.,2009-05-06T00:00:00.000Z,TNS,-0.1,-0.07,27.27,EST,0,EQUITY,2009-05-06
56,BX,Blackstone Inc.,2009-02-27T00:00:00.000Z,TNS,-0.4,-0.68,-70.0,EST,0,EQUITY,2009-02-27
57,BX,Blackstone Inc.,2008-11-06T00:00:00.000Z,TNS,0.01,-0.44,-3400.83,EST,0,EQUITY,2008-11-06
58,BX,Blackstone Inc.,2008-08-06T00:00:00.000Z,TNS,0.08,0.15,95.64,EST,0,EQUITY,2008-08-06
59,BX,Blackstone Inc.,2008-05-15T00:00:00.000Z,TNS,0.14,-0.06,-143.75,EST,0,EQUITY,2008-05-15
60,BX,Blackstone Inc.,2008-03-10T00:00:00.000Z,TNS,0.16,0.08,-50.39,EST,0,EQUITY,2008-03-10
61,BX,Blackstone Inc.,2007-11-12T00:00:00.000Z,TNS,0.3,0.21,-28.81,EST,0,EQUITY,2007-11-12
62,BX,Blackstone Inc.,2007-08-13T00:00:00.000Z,TNS,0.46,0.46,-0.72,EST,0,EQUITY,2007-08-13
