,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType,date
2,SATS,EchoStar Corp,2021-11-09T06:00:13.000Z,TAS,0.34,0.38,11.76,EST,-18000000,EQUITY,2021-11-09
4,SATS,EchoStar Corporation,2021-08-03T00:00:00.000Z,TNS,0.07,0.41,511.94,EST,0,EQUITY,2021-08-03
5,SATS,EchoStar Corporation,2021-05-06T00:00:00.000Z,TNS,-0.04,0.84,2100.0,EST,0,EQUITY,2021-05-06
6,SATS,EchoStar Corporation,2021-02-23T00:00:00.000Z,TNS,-0.03,0.01,137.04,EST,0,EQUITY,2021-02-23
7,SATS,EchoStar Corporation,2020-11-05T00:00:00.000Z,TNS,-0.1,0.26,354.9,EST,0,EQUITY,2020-11-05
8,SATS,EchoStar Corporation,2020-08-06T00:00:00.000Z,TNS,-0.21,-0.12,42.03,EST,0,EQUITY,2020-08-06
9,SATS,EchoStar Corporation,2020-05-07T00:00:00.000Z,TNS,-0.25,-0.56,-127.64,EST,0,EQUITY,2020-05-07
10,SATS,EchoStar Corporation,2020-02-20T00:00:00.000Z,TNS,-0.11,-0.55,-414.02,EST,0,EQUITY,2020-02-20
11,SATS,EchoStar Corporation,2019-11-07T00:00:00.000Z,TNS,-0.39,-0.19,51.28,EST,0,EQUITY,2019-11-07
12,SATS,EchoStar Corporation,2019-08-08T00:00:00.000Z,TNS,0.19,-0.06,-131.25,EST,0,EQUITY,2019-08-08
13,SATS,EchoStar Corporation,2019-05-08T00:00:00.000Z,TNS,0.07,0.15,117.39,EST,0,EQUITY,2019-05-08
14,SATS,EchoStar Corporation,2019-02-21T00:00:00.000Z,TNS,0.25,-1.16,-560.32,EST,0,EQUITY,2019-02-21
15,SATS,EchoStar Corporation,2018-11-08T00:00:00.000Z,TNS,0.24,0.17,-30.33,EST,0,EQUITY,2018-11-08
16,SATS,EchoStar Corporation,2018-08-07T00:00:00.000Z,TNS,0.32,0.8,152.37,EST,0,EQUITY,2018-08-07
17,SATS,EchoStar Corporation,2018-05-10T00:00:00.000Z,TNS,0.29,-0.22,-176.12,EST,0,EQUITY,2018-05-10
