,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,0.10,0.17,0.16
1,,,,,,3,3,7
2,-,-,-,-,0.18,0.06,0.18,0.15
3,0.13,0,0.25,0.23,0.19,0.03,0.13,0.26
4,1200%,-100%,257%,188%,46%,-,-48%,13%
