,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-0.15,-0.22,-,-0.12,-0.03,-,-0.09
1,,3,3,,3,3,,4
2,-0.24,-0.12,-0.11,-0.21,-0.14,-0.09,-0.08,-0.08
3,-0.23,-0.25,-0.23,-0.04,-0.03,-0.08,-0.08,-0.10
4,77%,19%,23%,85%,87%,68%,65%,-150%
