,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.36,1.21,1.80,2.28,4.47,2.93,4.16,4.20
1,4,6,10,7,6,9,5,4
2,2.34,1.25,1.62,2.16,4.19,2.50,3.92,4.01
3,2.52,1.67,2.21,3.52,5.34,3.95,4.71,4.05
4,47%,129%,21%,82%,112%,137%,113%,15%
