,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.25,0.20,0.15,0.48,-,-,-,0.47
1,7,4,3,5,,,,4
2,0.24,0.19,0.13,0.43,0.34,0.30,0.40,0.44
3,0.36,0.23,0.59,0.44,0.56,0.48,0.43,0.33
4,64%,53%,90%,10%,56%,109%,-27%,-25%
