,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.56,0.47,0.51,0.57,0.62,0.62,0.66,0.70
1,66,47,45,44,33,38,26,28
2,0.52,0.45,0.49,0.55,0.60,0.60,0.64,0.68
3,0.57,0.51,0.53,0.61,0.62,0.63,0.68,0.74
4,2%,-13%,-14%,-10%,9%,24%,29%,22%
