,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.07,0.13,0.03,0.08,0.04,0.11,0.04,0.11
1,7,8,6,10,6,4,6,7
2,-,-,-,0.08,0.03,0.11,0.03,0.08
3,0.06,0.14,0.04,0.09,0.03,0.12,0.04,0.10
4,9%,24%,157%,35%,-50%,-20%,19%,8%
