,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.97,0.82,0.35,0.62,1.03,0.97,-,-
1,4,4,3,3,4,4,,
2,0.91,0.80,0.36,0.60,0.99,0.88,1.12,0.60
3,0.97,0.40,0.36,0.71,1.23,0.96,1.25,0.87
4,31%,-66%,-67%,-39%,27%,140%,247%,23%
