,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.04,0.03,0.06,0.09,0.11,0.12,0.10,0.10
1,8,9,9,9,11,8,7,7
2,0.03,0.01,0.05,0.08,0.13,0.09,0.08,0.08
3,0.06,0.05,0.09,0.12,0.13,0.08,0.12,0.11
4,160%,200%,80%,303%,115%,61%,37%,-13%
