,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.50,0.26,0.26,-,0.46,-,-,0.41
1,7,5,5,,4,,,3
2,0.50,0.27,0.25,0.21,0.44,0.32,0.28,0.39
3,0.56,0.26,0.26,0.23,0.51,0.32,0.35,0.42
4,6%,53%,18%,-48%,-9%,23%,35%,83%
