,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22,FQ3 '22
0,0.24,-0.19,-,-,-,0.21,-,1.07
1,3,4,,,,4,,4
2,0.21,-0.20,-0.31,0.48,0.45,-0.09,0.30,1.01
3,0.15,-0.56,-0.07,0.70,0.84,0.43,0.85,1.36
4,-78%,-287%,-119%,-15%,460%,177%,1314%,94%
