,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.04,-0.07,-0.01,-,-,0.08,-,-0.08
1,4,4,5,,,3,,3
2,0.03,-0.07,-0.01,0.08,0.08,0.02,0.08,-0.14
3,0.05,0.08,0.04,0.23,0.12,0.04,0.05,-0.27
4,118%,138%,300%,53%,140%,-50%,25%,-217%
