,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.45,0.19,0.16,0.37,0.50,0.45,0.54,0.61
1,18,16,13,15,13,14,17,15
2,0.44,0.17,0.12,0.36,0.49,0.43,0.51,0.58
3,0.46,0.20,0.25,0.43,0.52,0.45,0.53,0.56
4,-22%,-50%,-44%,-2%,13%,125%,112%,30%
