,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.26,-0.41,-0.32,-,-0.21,-,-,-0.42
1,3,4,4,,3,,,3
2,-0.25,-0.24,-0.52,-0.32,-0.19,-0.54,-0.50,-0.42
3,-0.49,0.09,-0.65,-0.68,-0.24,-0.59,-0.45,0.89
4,-9%,139%,-117%,-62%,51%,-756%,31%,231%
