,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,0.43,0.55
1,,,,,,,3,4
2,-,0.19,0.19,0.31,0.39,0.29,0.42,0.52
3,0.37,0.24,0.26,0.31,0.44,0.31,0.60,0.62
4,-24%,14%,-24%,-3%,19%,29%,131%,100%
