,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.54,0.40,0.46,0.60,0.66,0.75,0.77
1,,7,6,5,6,3,4,4
2,-,0.52,0.43,0.48,0.57,0.62,0.70,0.73
3,0.64,0.34,0.35,0.53,0.72,0.68,0.78,0.77
4,45%,-39%,-46%,-24%,12%,100%,123%,45%
