,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,earn_dt,1_prior,3_prior,5_prior,est_hit_rate,valid_data_pct,last_4_est_cnt,est_wl_pct_diff,opt_str,opt_sr,opt_mean,opt_std,opt_max,opt_min,mkt_hit_rate,net_hit_rate,valid_market_data,valid_est_signal,link,past_pnl_data
265,265.0,265.0,265.0,SJM,2022-02-22 18:00:00,2022-02-21 18:00:00,2022-02-17 18:00:00,2022-02-15 18:00:00,88,100.0,10.25,4.75,close-close,0.38283065612788825,1.3737500000000002,3.588401236971696,6.87,-4.79,75.0,66.0,100,100,https://www.estimize.com/sjm,"[1.33, -4.79, 6.87, 1.5, 1.6, 1.43, -2.64, 5.69]"
266,266.0,266.0,266.0,KR,2022-03-01 18:00:00,2022-02-28 18:00:00,2022-02-24 18:00:00,2022-02-22 18:00:00,100,100.0,13.25,4.875,close-close,0.2096475954883522,1.2537499999999997,5.980273692524447,11.04,-7.5,50.0,50.0,100,100,https://www.estimize.com/kr,"[8.11, -3.05, -1.07, -4.37, 2.53, 4.34, -7.5, 11.04]"
267,267.0,267.0,267.0,CASY,2022-03-06 18:00:00,2022-03-04 18:00:00,2022-03-02 18:00:00,2022-02-28 18:00:00,75,100.0,10.25,7.875,open-open,0.3948070937622653,0.905,2.2922587114023583,3.99,-1.93,50.0,38.0,100,100,https://www.estimize.com/casy,"[2.96, -1.22, -1.93, 3.99, 2.3, -1.7, -0.38, 3.22]"
268,268.0,268.0,268.0,CPB,2022-03-07 18:00:00,2022-03-04 18:00:00,2022-03-02 18:00:00,2022-02-28 18:00:00,62,100.0,9.75,5.625,open-close,0.03397688237626429,0.18857142857142864,5.549992094129323,9.83,-7.38,57.0,35.0,100,88,https://www.estimize.com/cpb,"[9.83, -6.13, -2.29, 1.63, -7.38, 4.11, 1.55]"
269,269.0,269.0,269.0,UNFI,2022-03-07 18:00:00,2022-03-04 18:00:00,2022-03-02 18:00:00,2022-02-28 18:00:00,50,100.0,10.75,8.0,open-close,0.25552144917090697,4.017142857142858,15.721352826454776,26.12,-14.65,57.0,28.0,100,88,https://www.estimize.com/unfi,"[20.8, 7.15, -11.34, -12.9, -14.65, 26.12, 12.94]"
270,270.0,270.0,270.0,HRL,2022-02-15 18:00:00,2022-02-14 18:00:00,2022-02-10 18:00:00,2022-02-08 18:00:00,50,100.0,12.5,3.0,open-close,-0.13901624367510654,-0.6857142857142854,4.9326198693503835,6.72,-5.81,43.0,22.0,100,88,https://www.estimize.com/hrl,"[-5.81, -2.66, -5.62, 1.06, 6.72, -4.43, 5.94]"
271,271.0,271.0,271.0,COST,2022-03-01 18:00:00,2022-02-28 18:00:00,2022-02-24 18:00:00,2022-02-22 18:00:00,88,100.0,58.5,4.625,close-close,-0.27156851725443953,-0.26375000000000004,0.9712097803770304,1.16,-1.55,50.0,44.0,100,100,https://www.estimize.com/cost,"[-1.55, 1.16, 0.69, -0.4, -1.51, 0.49, 0.1, -1.09]"
272,272.0,272.0,272.0,GIS,2022-03-21 19:00:00,2022-03-18 19:00:00,2022-03-16 19:00:00,2022-03-14 19:00:00,62,100.0,8.25,2.5,open-close,0.12710954799340968,0.4642857142857143,3.652642320070136,7.02,-4.99,57.0,35.0,100,88,https://www.estimize.com/gis,"[7.02, -0.5, 1.17, -4.99, 0.56, 3.06, -3.07]"
273,273.0,273.0,273.0,RAD,2021-12-14 18:00:00,2021-12-13 18:00:00,2021-12-09 18:00:00,2021-12-07 18:00:00,75,100.0,13.75,142.5,close-open,-0.009857520027380504,-0.11250000000000028,11.412606790299929,19.7,-14.85,50.0,38.0,100,100,https://www.estimize.com/rad,"[-14.85, 12.59, -3.97, 19.7, 1.05, -12.88, -7.94, 5.4]"
274,274.0,274.0,274.0,HAL,2022-01-16 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,75,100.0,23.25,11.25,close-open,0.29510471245115155,1.2350000000000003,4.184955196892794,8.97,-6.56,62.0,46.0,100,100,https://www.estimize.com/hal,"[-0.75, 8.97, 4.82, -0.16, 1.78, -6.56, 1.24, 0.54]"
275,275.0,275.0,275.0,BKR,2022-01-18 18:00:00,2022-01-17 18:00:00,2022-01-13 18:00:00,2022-01-11 18:00:00,38,100.0,5.25,25.0,open-open,0.3167828017415255,1.05,3.314573879098187,4.19,-5.53,67.0,25.0,100,75,https://www.estimize.com/bkr,"[3.77, -0.45, 2.73, 4.19, -5.53, 1.59]"
276,276.0,276.0,276.0,KMI,2022-01-17 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,50,100.0,18.5,5.625,close-close,0.4898708312934445,0.5840000000000001,1.192150997147593,2.18,-1.45,80.0,40.0,100,62,https://www.estimize.com/kmi,"[-1.45, 0.26, 0.85, 2.18, 1.08]"
277,277.0,277.0,277.0,FTI,2022-02-21 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,50,100.0,12.5,67.875,open-open,0.35984047012207704,1.082857142857143,3.00927003149418,7.13,-3.13,57.0,28.0,100,88,https://www.estimize.com/fti,"[1.31, -3.13, 2.72, -0.0, 0.71, 7.13, -1.16]"
278,278.0,278.0,278.0,VLO,2022-01-25 18:00:00,2022-01-24 18:00:00,2022-01-20 18:00:00,2022-01-18 18:00:00,75,100.0,16.25,37.25,open-open,0.7489105262319793,2.03,2.7106041761939346,6.22,-2.03,62.0,46.0,100,100,https://www.estimize.com/vlo,"[-1.14, 6.22, -2.03, -0.25, 3.57, 3.75, 4.07, 2.05]"
279,279.0,279.0,279.0,SLB,2022-01-19 18:00:00,2022-01-18 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,88,100.0,22.0,19.125,close-close,0.08079607201333558,0.3649999999999999,4.5175463472996045,8.75,-8.83,62.0,55.0,100,100,https://www.estimize.com/slb,"[-1.06, 8.75, 0.93, -8.83, 0.91, 1.82, 1.54, -1.14]"
280,280.0,280.0,280.0,ARLP,2022-01-30 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,62,100.0,6.5,26.75,open-open,0.688756999044071,3.6925,5.3611070451913205,13.29,-5.11,75.0,46.0,100,100,https://www.estimize.com/arlp,"[-5.11, 2.63, 6.17, 13.29, 3.61, -2.72, 4.66, 7.01]"
281,281.0,281.0,281.0,NOV,2022-02-01 18:00:00,2022-01-31 18:00:00,2022-01-27 18:00:00,2022-01-25 18:00:00,38,100.0,13.0,29.375,close-open,0.7847361699520998,0.6571428571428571,0.8374061019552203,1.91,-0.76,86.0,33.0,100,88,https://www.estimize.com/nov,"[-0.76, 1.91, 0.16, 1.63, 0.81, 0.37, 0.48]"
282,282.0,282.0,282.0,RRC,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,25,100.0,18.5,44.875,close-close,0.5779922817694148,2.6157142857142857,4.5255176724968855,11.61,-2.02,57.0,14.0,100,88,https://www.estimize.com/rrc,"[-1.79, 5.2, 11.61, -2.02, 1.26, 4.51, -0.46]"
283,283.0,283.0,283.0,NBR,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,75,100.0,4.5,8.25,open-close,0.7575483190382223,3.82875,5.05413305498579,14.06,-2.94,75.0,56.0,100,100,https://www.estimize.com/nbr,"[4.02, 8.46, -2.94, 14.06, 0.97, 5.05, -0.05, 1.06]"
284,284.0,284.0,284.0,MTDR,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,88,100.0,5.25,44.875,close-open,0.22150927573741905,0.7949999999999999,3.5890144886862743,9.94,-2.61,50.0,44.0,100,100,https://www.estimize.com/mtdr,"[0.49, 9.94, -1.1, -0.73, -0.39, 0.56, -2.61, 0.2]"
285,285.0,285.0,285.0,HES,2022-01-24 18:00:00,2022-01-21 18:00:00,2022-01-19 18:00:00,2022-01-17 18:00:00,12,100.0,5.25,25.875,close-open,0.10245824654332047,0.2662500000000002,2.5986195253441777,4.2,-3.59,62.0,7.0,100,100,https://www.estimize.com/hes,"[0.19, 4.2, 3.97, -2.67, -0.86, 0.44, 0.45, -3.59]"
286,286.0,286.0,286.0,OII,2022-02-21 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,62,100.0,11.0,33.125,close-close,0.17868764572783696,1.2725000000000004,7.121365300979862,8.89,-8.1,62.0,38.0,100,100,https://www.estimize.com/oii,"[-8.1, 4.92, 8.39, -7.77, 7.28, 8.89, 3.77, -7.2]"
287,287.0,287.0,287.0,CLB,2022-01-24 18:00:00,2022-01-21 18:00:00,2022-01-19 18:00:00,2022-01-17 18:00:00,25,100.0,11.25,13.0,close-open,0.0982142687991775,0.22999999999999995,2.341818585141532,4.55,-2.19,43.0,11.0,100,88,https://www.estimize.com/clb,"[1.39, 4.55, -1.0, -2.19, -2.14, 2.12, -1.12]"
288,288.0,288.0,288.0,SU,2022-01-31 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,50,100.0,15.25,15.875,close-open,1.0287626549521445,1.8675,1.8152875116630969,5.47,-0.84,88.0,44.0,100,100,https://www.estimize.com/su,"[1.7, 5.47, 2.09, 3.67, 1.19, 1.07, 0.59, -0.84]"
289,289.0,289.0,289.0,EQT,2022-02-14 18:00:00,2022-02-11 18:00:00,2022-02-09 18:00:00,2022-02-07 18:00:00,62,100.0,7.5,44.625,open-close,0.5428423445929796,1.6487500000000002,3.0372538480509,5.48,-4.49,75.0,46.0,100,100,https://www.estimize.com/eqt,"[3.07, 5.48, -4.49, 2.07, 5.04, 2.18, 0.78, -0.94]"
290,290.0,290.0,290.0,SM,2022-02-14 18:00:00,2022-02-11 18:00:00,2022-02-09 18:00:00,2022-02-07 18:00:00,75,100.0,12.75,42.625,open-open,0.40075472075994617,2.405,6.001176967895549,14.29,-6.21,62.0,46.0,100,100,https://www.estimize.com/sm,"[-1.61, 14.29, 1.72, -6.21, 5.56, 5.58, 3.42, -3.51]"
291,291.0,291.0,291.0,XOM,2022-01-30 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,62,100.0,42.5,83.5,open-open,-0.2639831193296456,-0.6712499999999999,2.5427762263911458,3.18,-4.57,38.0,24.0,100,100,https://www.estimize.com/xom,"[-0.91, -4.3, -4.57, 3.18, 0.5, -1.0, -0.2, 1.93]"
292,292.0,292.0,292.0,CVX,2022-01-26 18:00:00,2022-01-25 18:00:00,2022-01-21 18:00:00,2022-01-19 18:00:00,50,100.0,31.5,14.25,open-open,-0.0903468191691694,-0.2975,3.2928663425653952,5.7,-5.86,38.0,19.0,100,100,https://www.estimize.com/cvx,"[-0.0, -2.36, -5.86, 5.7, -2.08, -1.35, 0.66, 2.91]"
293,293.0,293.0,293.0,PSX,2022-01-26 18:00:00,2022-01-25 18:00:00,2022-01-21 18:00:00,2022-01-19 18:00:00,62,100.0,8.25,15.375,open-close,-0.34036086846826336,-1.7600000000000002,5.170982222253056,6.97,-9.73,29.0,18.0,100,88,https://www.estimize.com/psx,"[-4.05, -9.73, -3.11, 6.97, -5.44, -0.11, 3.15]"
294,294.0,294.0,294.0,PSXP,2022-01-26 18:00:00,2022-01-25 18:00:00,2022-01-21 18:00:00,2022-01-19 18:00:00,25,100.0,4.5,4.625,close-open,-0.1661964826273392,-0.3775000000000001,2.271407878387324,5.22,-2.8,25.0,6.0,100,100,https://www.estimize.com/psxp,"[0.02, 5.22, -0.71, -0.82, -1.49, -2.8, -0.53, -1.91]"
295,295.0,295.0,295.0,RIG,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,25,100.0,13.0,13.5,close-open,-0.16468760967443624,-0.6857142857142856,4.163727235278017,4.48,-9.57,43.0,11.0,88,100,https://www.estimize.com/rig,"[-9.57, -0.0, 4.48, 0.0, -2.8, 1.11, 1.98]"
296,296.0,296.0,296.0,WMB,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,50,100.0,9.75,4.5,close-open,1.3677212098967615,0.8,0.5849145236699119,1.78,-0.0,88.0,44.0,100,100,https://www.estimize.com/wmb,"[0.28, 1.78, 0.37, 1.62, 0.71, 0.82, -0.0, 0.82]"
297,297.0,297.0,297.0,COP,2022-01-30 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,62,100.0,17.25,11.875,open-open,-0.06661940750811925,-0.2062500000000001,3.0959446761045326,6.26,-4.22,25.0,16.0,100,100,https://www.estimize.com/cop,"[-0.81, 6.26, -2.18, -4.22, 2.77, -0.37, -2.55, -0.55]"
298,298.0,298.0,298.0,MPC,2022-01-30 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,75,100.0,12.75,31.0,open-close,0.7573949446493755,3.06875,4.051717035714612,9.82,-2.75,88.0,66.0,100,100,https://www.estimize.com/mpc,"[1.08, 9.11, 2.58, 9.82, 3.15, 1.38, 0.18, -2.75]"
299,299.0,299.0,299.0,EPD,2022-01-31 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,12,100.0,7.25,3.75,open-open,-0.4132307368719914,-0.8642857142857141,2.091532979439156,1.45,-4.92,57.0,7.0,100,88,https://www.estimize.com/epd,"[-4.92, -1.77, 1.45, 0.19, 1.03, -2.29, 0.26]"
300,300.0,300.0,300.0,MMP,2022-01-30 18:00:00,2022-01-28 18:00:00,2022-01-26 18:00:00,2022-01-24 18:00:00,62,100.0,4.0,4.125,open-open,0.5637781735163877,0.86,1.5254226580571977,2.93,-1.21,71.0,44.0,100,88,https://www.estimize.com/mmp,"[-1.08, 0.46, 2.93, -1.21, 2.67, 0.69, 1.56]"
301,301.0,301.0,301.0,DVN,2022-02-13 18:00:00,2022-02-11 18:00:00,2022-02-09 18:00:00,2022-02-07 18:00:00,88,100.0,28.75,22.625,open-close,0.4737847710160452,1.93375,4.081494632790786,9.27,-5.46,75.0,66.0,100,100,https://www.estimize.com/dvn,"[-5.46, 2.95, 5.52, 0.72, 9.27, -1.01, 1.16, 2.32]"
302,302.0,302.0,302.0,OVV,2022-02-14 18:00:00,2022-02-11 18:00:00,2022-02-09 18:00:00,2022-02-07 18:00:00,12,100.0,5.5,12.375,close-close,0.16630283904723522,0.6587500000000002,3.9611470482046,7.44,-3.72,38.0,5.0,100,100,https://www.estimize.com/ovv,"[5.53, 3.5, -2.97, 7.44, -1.01, -2.46, -3.72, -1.04]"
303,303.0,303.0,303.0,DHT,2022-02-06 18:00:00,2022-02-04 18:00:00,2022-02-02 18:00:00,2022-01-31 18:00:00,0,100.0,6.75,16.25,open-open,0.7043101435291553,1.924,2.7317510867573573,6.49,-1.05,60.0,0.0,100,62,https://www.estimize.com/dht,"[3.31, -1.05, 6.49, -0.36, 1.23]"
304,304.0,304.0,304.0,WTI,2022-02-28 18:00:00,2022-02-25 18:00:00,2022-02-23 18:00:00,2022-02-21 18:00:00,75,100.0,4.0,60.0,close-open,0.4513851774927628,0.5742857142857144,1.2722741971183182,2.03,-1.63,57.0,43.0,100,88,https://www.estimize.com/wti,"[1.59, 1.95, 2.03, 0.62, -0.29, -0.25, -1.63]"
305,305.0,305.0,305.0,MRO,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,62,100.0,18.5,23.375,close-close,0.4404752302134976,1.5812499999999998,3.5898726909878014,7.94,-4.33,75.0,46.0,100,100,https://www.estimize.com/mro,"[0.35, 1.27, 3.46, 3.14, 7.94, 3.36, -4.33, -2.54]"
306,306.0,306.0,306.0,APA,2022-02-21 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,88,100.0,15.25,10.875,close-close,0.3807393125051951,1.2957142857142858,3.4031533996022705,5.37,-5.48,71.0,62.0,100,88,https://www.estimize.com/apa,"[-1.44, 2.48, 2.98, 5.37, 3.91, -5.48, 1.25]"
307,307.0,307.0,307.0,PXD,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,62,100.0,16.5,8.5,close-close,0.5128604570941564,1.07875,2.103398663472999,4.14,-2.08,62.0,38.0,100,100,https://www.estimize.com/pxd,"[4.14, -0.79, 1.72, 1.58, 4.14, -0.13, -2.08, 0.05]"
308,308.0,308.0,308.0,SWN,2022-02-22 18:00:00,2022-02-21 18:00:00,2022-02-17 18:00:00,2022-02-15 18:00:00,88,100.0,9.5,20.0,open-open,-0.0536537415288869,-0.35375,6.5932028208982,5.18,-16.56,62.0,55.0,100,100,https://www.estimize.com/swn,"[-16.56, 4.86, 1.6, -1.41, 4.3, 5.18, 0.2, -1.0]"
309,309.0,309.0,309.0,CLR,2022-02-13 18:00:00,2022-02-11 18:00:00,2022-02-09 18:00:00,2022-02-07 18:00:00,38,100.0,9.0,17.625,close-open,0.2296773663241053,0.3950000000000001,1.7198037678758586,4.65,-1.15,25.0,10.0,100,100,https://www.estimize.com/clr,"[-0.27, -0.27, -0.4, -0.16, 4.65, -1.15, 1.2, -0.44]"
310,310.0,310.0,310.0,CPE,2022-02-21 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,62,100.0,6.0,295.875,open-open,0.5246444912705389,1.85625,3.5381101505606067,6.25,-3.02,62.0,38.0,100,100,https://www.estimize.com/cpe,"[5.58, 6.25, 4.42, 4.4, 0.93, -0.92, -2.79, -3.02]"
311,311.0,311.0,311.0,ET,2022-02-14 18:00:00,2022-02-11 18:00:00,2022-02-09 18:00:00,2022-02-07 18:00:00,50,100.0,8.0,22.5,close-close,0.15647984885562347,0.3257142857142857,2.08150946014018,2.79,-3.47,71.0,36.0,100,88,https://www.estimize.com/et,"[0.65, -3.47, 2.73, 1.01, 2.79, 0.1, -1.53]"
312,312.0,312.0,312.0,TALO,2022-03-08 18:00:00,2022-03-07 18:00:00,2022-03-03 18:00:00,2022-03-01 18:00:00,75,100.0,3.5,107.625,open-open,0.1684819862974212,1.26,7.478544310225085,13.12,-11.09,62.0,46.0,100,100,https://www.estimize.com/talo,"[-11.09, -8.39, 13.12, 8.02, 3.16, -0.68, 4.02, 1.92]"
313,313.0,313.0,313.0,REGI,2022-02-22 18:00:00,2022-02-21 18:00:00,2022-02-17 18:00:00,2022-02-15 18:00:00,62,100.0,9.5,154.25,open-open,0.4645672506869351,0.6975,1.5013972658826844,3.42,-1.19,50.0,31.0,100,100,https://www.estimize.com/regi,"[0.3, 2.2, 1.83, -1.19, -0.19, -0.7, -0.09, 3.42]"
314,314.0,314.0,314.0,PDCE,2022-02-21 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,62,100.0,8.75,23.625,open-close,0.32632183268387205,2.0812500000000003,6.377906077820525,13.63,-8.69,62.0,38.0,100,100,https://www.estimize.com/pdce,"[13.63, -0.51, -8.69, 3.46, 8.88, 1.58, 0.52, -2.22]"
315,315.0,315.0,315.0,MUR,2022-01-25 18:00:00,2022-01-24 18:00:00,2022-01-20 18:00:00,2022-01-18 18:00:00,50,100.0,4.25,38.375,close-open,-0.2052923678818737,-0.9716666666666666,4.7330871414848135,4.7,-9.76,50.0,25.0,100,75,https://www.estimize.com/mur,"[-9.76, 1.24, -3.83, 2.47, -0.65, 4.7]"
316,316.0,316.0,316.0,TNK,2022-02-22 18:00:00,2022-02-21 18:00:00,2022-02-17 18:00:00,2022-02-15 18:00:00,50,100.0,3.75,28.25,open-close,0.11966774736753065,0.9675,8.08488520326665,17.6,-8.84,62.0,31.0,100,100,https://www.estimize.com/tnk,"[17.6, 5.86, -4.24, -8.8, 1.81, 2.25, -8.84, 2.1]"
317,317.0,317.0,317.0,GPRE,2022-02-06 18:00:00,2022-02-04 18:00:00,2022-02-02 18:00:00,2022-01-31 18:00:00,38,100.0,5.0,13.375,close-open,0.22451535868578829,0.5342857142857143,2.3797290190443183,5.84,-1.81,43.0,16.0,100,88,https://www.estimize.com/gpre,"[1.05, 5.84, 1.01, -1.0, -1.01, -0.34, -1.81]"
318,318.0,318.0,318.0,FET,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,50,100.0,8.75,10.0,open-close,0.416297908110279,1.5912499999999998,3.8223828873491983,7.41,-3.71,62.0,31.0,100,100,https://www.estimize.com/fet,"[1.92, 7.32, 7.41, 0.0, -2.55, 2.16, -3.71, 0.18]"
319,319.0,319.0,319.0,OXY,2022-02-20 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,2022-02-14 18:00:00,50,100.0,16.5,188.5,close-open,0.5874122677998803,3.1025,5.28163977851576,15.38,-3.07,75.0,38.0,100,100,https://www.estimize.com/oxy,"[-3.07, 6.06, 1.42, 15.38, 2.24, 1.17, -1.16, 2.78]"
320,320.0,320.0,320.0,EOG,2022-02-22 18:00:00,2022-02-21 18:00:00,2022-02-17 18:00:00,2022-02-15 18:00:00,75,100.0,10.25,20.375,close-open,0.08908142455652625,0.21125,2.371425929161609,3.77,-4.13,75.0,56.0,100,100,https://www.estimize.com/eog,"[-4.13, 3.77, 0.67, 2.03, 0.04, 0.03, -2.51, 1.79]"
321,321.0,321.0,321.0,NOG,2022-03-09 18:00:00,2022-03-08 18:00:00,2022-03-04 18:00:00,2022-03-02 18:00:00,38,100.0,9.0,11.75,open-close,0.6266332730413362,2.15125,3.4330286828833807,6.17,-4.56,75.0,28.0,100,100,https://www.estimize.com/nog,"[2.17, 3.95, -1.2, 4.49, 0.71, 6.17, -4.56, 5.48]"
322,322.0,322.0,322.0,ALTO,2021-08-08 19:00:00,2021-08-06 19:00:00,2021-08-04 19:00:00,2021-08-02 19:00:00,25,100.0,5.25,13.125,open-open,0.16745530957565988,1.1957142857142855,7.140497896091112,14.29,-6.68,43.0,11.0,100,88,https://www.estimize.com/alto,"[-6.67, 7.14, 14.29, 3.8, -6.68, -0.75, -2.76]"
323,323.0,323.0,323.0,HP,2022-02-06 18:00:00,2022-02-04 18:00:00,2022-02-02 18:00:00,2022-01-31 18:00:00,38,100.0,11.0,17.5,open-open,0.6218285792762599,2.2525000000000004,3.6223809504247337,8.97,-2.45,75.0,28.0,100,100,https://www.estimize.com/hp,"[-0.1, 7.22, 1.7, 1.83, 0.0, 8.97, 0.85, -2.45]"
324,324.0,324.0,324.0,NAT,2022-02-23 18:00:00,2022-02-22 18:00:00,2022-02-18 18:00:00,2022-02-16 18:00:00,0,100.0,4.25,31.625,close-open,-0.23201204903002176,-0.17500000000000002,0.7542711713966005,0.86,-1.25,50.0,0.0,88,62,https://www.estimize.com/nat,"[0.0, -0.31, -1.25, 0.86]"
325,325.0,325.0,325.0,JPM,2022-01-13 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,2022-01-06 18:00:00,88,100.0,88.75,6.625,open-close,0.115901302093756,0.3512500000000001,3.0305958056956386,7.38,-2.87,38.0,33.0,100,100,https://www.estimize.com/jpm,"[1.92, 7.38, -0.53, -0.32, -1.32, -2.29, 0.84, -2.87]"
326,326.0,326.0,326.0,BLK,2022-01-11 18:00:00,2022-01-10 18:00:00,2022-01-06 18:00:00,2022-01-04 18:00:00,88,100.0,15.5,3.75,close-close,0.4603972599867734,1.4525,3.1548841103913787,3.91,-4.65,75.0,66.0,100,100,https://www.estimize.com/blk,"[2.3, 3.59, 3.66, 3.91, -4.65, 2.09, -3.06, 3.78]"
327,327.0,327.0,327.0,BAC,2022-01-16 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,88,100.0,55.0,7.5,close-close,-0.7315507717692171,-2.25125,3.0773667213219817,4.47,-6.49,12.0,11.0,100,100,https://www.estimize.com/bac,"[-1.84, -6.49, -2.72, -5.33, -0.73, -2.86, -2.51, 4.47]"
328,328.0,328.0,328.0,WFC,2022-01-13 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,2022-01-06 18:00:00,62,100.0,34.5,25.75,close-close,-0.19346616422840326,-0.9775,5.052563087186543,6.02,-7.8,38.0,24.0,100,100,https://www.estimize.com/wfc,"[-5.39, -3.98, -4.57, 6.02, -7.8, 5.53, 3.98, -1.61]"
329,329.0,329.0,329.0,MS,2022-01-17 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,88,100.0,31.5,6.375,close-close,0.5383490393223185,1.4514285714285715,2.696073486553725,6.61,-2.76,71.0,62.0,100,88,https://www.estimize.com/ms,"[6.61, 2.51, 1.34, -0.2, -2.76, 0.18, 2.48]"
330,330.0,330.0,330.0,GS,2022-01-16 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,75,100.0,48.75,8.875,close-close,0.29185463266549844,0.5275,1.807406636592884,3.8,-2.26,62.0,46.0,100,100,https://www.estimize.com/gs,"[-0.18, 0.16, 1.35, 0.2, -2.26, 2.34, -1.19, 3.8]"
331,331.0,331.0,331.0,PNC,2022-01-12 18:00:00,2022-01-11 18:00:00,2022-01-07 18:00:00,2022-01-05 18:00:00,75,100.0,15.0,37.875,close-open,-0.4705878188520049,-0.9825,2.087814347589364,2.58,-3.83,25.0,19.0,100,100,https://www.estimize.com/pnc,"[-0.98, -3.83, 2.58, -0.29, -1.98, 1.56, -1.52, -3.4]"
332,332.0,332.0,332.0,TFC,2022-01-18 18:00:00,2022-01-17 18:00:00,2022-01-13 18:00:00,2022-01-11 18:00:00,75,100.0,8.0,6.0,open-open,0.14258600818524206,0.5533333333333333,3.8806986770712077,8.41,-4.07,50.0,38.0,100,75,https://www.estimize.com/tfc,"[-4.07, 8.41, -1.31, 0.58, -1.33, 1.04]"
333,333.0,333.0,333.0,SCHW,2022-01-16 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,12,100.0,12.75,3.75,open-close,0.566168933195016,1.4825,2.618476417690257,4.77,-2.72,62.0,7.0,100,100,https://www.estimize.com/schw,"[3.57, -2.72, -0.54, 4.64, 1.14, 2.22, -1.22, 4.77]"
334,334.0,334.0,334.0,BK,2022-01-17 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,88,100.0,8.5,3.375,open-open,-0.3552908070512818,-1.67125,4.703893168164004,6.67,-7.85,25.0,22.0,100,100,https://www.estimize.com/bk,"[-7.85, 6.67, -4.47, 5.27, -4.44, -3.45, -3.21, -1.89]"
335,335.0,335.0,335.0,SYF,2022-01-26 18:00:00,2022-01-25 18:00:00,2022-01-21 18:00:00,2022-01-19 18:00:00,88,100.0,8.75,23.5,open-close,-0.4764770834033433,-2.09625,4.399477064095231,4.72,-10.23,38.0,33.0,100,100,https://www.estimize.com/syf,"[-10.23, 0.2, -2.2, -6.75, -3.39, -0.17, 1.05, 4.72]"
336,336.0,336.0,336.0,TRV,2022-01-18 18:00:00,2022-01-17 18:00:00,2022-01-13 18:00:00,2022-01-11 18:00:00,62,100.0,6.25,7.125,close-open,1.0639726380942345,1.5785714285714283,1.4836579175559743,3.57,-0.46,86.0,53.0,100,88,https://www.estimize.com/trv,"[3.57, 3.23, -0.46, 2.14, 0.36, 0.03, 2.18]"
337,337.0,337.0,337.0,IBKR,2022-01-16 18:00:00,2022-01-14 18:00:00,2022-01-12 18:00:00,2022-01-10 18:00:00,50,100.0,14.75,9.625,close-open,0.5828448358416995,0.225,0.3860375629391524,0.7,-0.53,62.0,31.0,100,100,https://www.estimize.com/ibkr,"[-0.0, -0.07, 0.17, 0.55, 0.7, -0.53, 0.42, 0.56]"
