,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.27,-0.07,-0.51,-0.27,0.06,-0.09,-0.04,0.08
1,39,29,35,29,33,24,15,15
2,0.26,-0.09,-0.51,-0.35,0,-0.26,-0.09,-0.01
3,0.24,-0.22,-0.33,-0.01,0.27,-0.08,0.05,0.23
4,-35%,-1200%,-306%,-107%,13%,64%,115%,2400%
