,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.95,0.79,0.42,0.76,0.94,0.92,0.99,0.97
1,8,7,6,6,5,6,5,5
2,0.92,0.76,0.38,0.70,0.92,0.87,0.90,0.93
3,0.99,0.80,0.57,0.82,1.01,1.06,0.94,0.99
4,21%,-12%,-39%,-15%,2%,33%,65%,21%
