,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-,-,-,-,-,0.55,0.49,0.43
1,,,,,,5,5,4
2,-,-,-,-,-,0.51,0.42,0.37
3,0.95,0.77,-0.01,0.61,0.66,0.45,0.44,0.20
4,19%,-19%,-101%,-23%,-31%,-42%,4500%,-67%
