,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.50,0.18,0.44,0.66,-,0.41,0.85,0.92
1,5,5,4,3,,4,4,4
2,0.51,0.19,0.45,0.63,0.52,0.37,0.80,0.90
3,0.43,0.24,0.54,0.83,0.57,0.59,0.83,0.98
4,-17%,14%,-23%,14%,33%,146%,54%,18%
