,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-0.10,-0.06,-0.09
1,,,,,,3,3,5
2,-,-,-,-,-0.14,-0.12,-0.09,-0.14
3,-0.11,-0.14,-0.15,-0.06,-0.07,-0.01,-0.04,-0.23
4,-22%,22%,21%,-50%,36%,93%,73%,-283%
