,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.56,1.74,0.74,0.97,0.85,1.88,1.18,1.27
1,8,7,4,6,3,4,5,5
2,0.54,1.73,0.72,0.92,0.78,1.84,1.08,1.21
3,0.58,1.83,0.94,1.08,0.88,2.02,1.17,1.33
4,9%,12%,45%,35%,52%,10%,24%,23%
