,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,0.08,0.03,-,0.28,0.35,0.46
1,,,3,4,,4,3,3
2,-,-,0.07,0.05,0.34,0.24,0.33,0.42
3,0.28,0.19,-0.08,0.15,0.49,0.39,0.53,0.41
4,-54%,-27%,-126%,-34%,75%,106%,776%,173%
