,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-,-,0,-0.06,0.05,-0.09,-0.10,-0.15
1,,,7,10,5,12,16,16
2,-,-,-0.08,-0.06,-0.04,-0.05,-0.08,-0.08
3,-3.16,-0.20,-1.20,-0.03,-0.14,-0.14,-0.39,-0.36
4,-3850%,-67%,-58%,96%,96%,30%,68%,-1044%
