,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,-,-0.33,-0.31,-,-0.26,-0.25,-,-
1,,5,3,,3,4,,
2,-,-0.33,-0.33,-0.33,-0.29,-0.26,-0.27,-0.25
3,-0.37,-0.31,-0.32,-0.18,-0.29,-0.38,-0.24,-0.28
4,20%,24%,11%,56%,22%,-23%,25%,-56%
