,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,0.33,0.35,0.36,0.46,0.46,0.38,0.39
1,,3,3,5,3,4,5,4
2,-,0.32,0.35,0.33,0.45,0.46,0.38,0.36
3,0.36,0.36,0.38,0.35,0.45,0.55,0.47,0.40
4,9%,-20%,23%,30%,25%,53%,24%,15%
