,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.63,0.52,0.49,-,0.86,0.72,-,-
1,4,5,5,,3,4,,
2,0.60,0.52,0.52,0.78,0.79,0.62,0.99,1.19
3,0.76,0.59,0.80,1.02,1.07,1.17,1.24,1.35
4,19%,34%,86%,65%,41%,98%,55%,32%
