,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.13,0.47,0.61,-,-,2.57,4.86,2.38
1,3,3,4,,,4,6,5
2,0.19,0.45,0.54,1.61,1.19,2.46,4.75,2.09
3,0.37,0.63,0.85,2.61,1.76,3.76,7.62,2.31
4,232%,117%,20%,263%,376%,497%,796%,-11%
