,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-0.11,0.01,0.01,-0.09,-0.07,-0.16,-0.17
1,,8,49,53,39,20,19,19
2,-,-0.13,-0.01,-0.01,-0.11,-0.11,-0.17,-0.19
3,-0.10,-0.06,0.02,-0.04,-0.09,-0.12,-0.15,-0.11
4,58%,80%,113%,56%,10%,-100%,-850%,-175%
