,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.44,-0.97,-1.31,-0.15,-0.03,-0.43,-0.22,-
1,10,9,9,6,6,6,3,
2,-0.55,-0.96,-1.66,-0.28,-0.24,-0.51,-0.13,0.01
3,-0.46,0.12,-1.19,-0.04,-0.37,-1.34,-0.18,0.11
4,-172%,113%,-80%,71%,19%,-1220%,85%,379%
