,name,link,earn_day,earn_date,earn_time
364,SAFM,https://www.estimize.com/safm,MONDAY,2022-01-03,BMO
365,LNDC,https://www.estimize.com/lndc,WEDNESDAY,2022-01-05,AMC
366,STZ,https://www.estimize.com/stz,THURSDAY,2022-01-06,BMO
367,WBA,https://www.estimize.com/wba,THURSDAY,2022-01-06,BMO
368,CAG,https://www.estimize.com/cag,THURSDAY,2022-01-06,BMO
369,LW,https://www.estimize.com/lw,THURSDAY,2022-01-06,BMO
370,WDFC,https://www.estimize.com/wdfc,THURSDAY,2022-01-06,AMC
371,PSMT,https://www.estimize.com/psmt,THURSDAY,2022-01-06,AMC
372,LMNR,https://www.estimize.com/lmnr,MONDAY,2022-01-10,AMC
373,ACI,https://www.estimize.com/aci,TUESDAY,2022-01-18,BMO
374,PG,https://www.estimize.com/pg,WEDNESDAY,2022-01-19,BMO
375,JJSF,https://www.estimize.com/jjsf,MONDAY,2022-01-24,AMC
376,KMB,https://www.estimize.com/kmb,WEDNESDAY,2022-01-26,BMO
377,MO,https://www.estimize.com/mo,THURSDAY,2022-01-27,BMO
378,MKC,https://www.estimize.com/mkc,THURSDAY,2022-01-27,BMO
379,LANC,https://www.estimize.com/lanc,THURSDAY,2022-01-27,BMO
380,CL,https://www.estimize.com/cl,FRIDAY,2022-01-28,BMO
381,CHD,https://www.estimize.com/chd,FRIDAY,2022-01-28,BMO
382,ENR,https://www.estimize.com/enr,WEDNESDAY,2022-02-02,BMO
383,MDLZ,https://www.estimize.com/mdlz,WEDNESDAY,2022-02-02,AMC
384,CENT,https://www.estimize.com/cent,WEDNESDAY,2022-02-02,AMC
385,JBSS,https://www.estimize.com/jbss,WEDNESDAY,2022-02-02,AMC
386,ELF,https://www.estimize.com/elf,WEDNESDAY,2022-02-02,AMC
387,PM,https://www.estimize.com/pm,THURSDAY,2022-02-03,BMO
388,HSY,https://www.estimize.com/hsy,THURSDAY,2022-02-03,BMO
389,EL,https://www.estimize.com/el,THURSDAY,2022-02-03,BMO
390,PBH,https://www.estimize.com/pbh,THURSDAY,2022-02-03,BMO
391,INGR,https://www.estimize.com/ingr,THURSDAY,2022-02-03,BMO
392,NGVC,https://www.estimize.com/ngvc,THURSDAY,2022-02-03,AMC
393,CLX,https://www.estimize.com/clx,THURSDAY,2022-02-03,AMC
394,POST,https://www.estimize.com/post,THURSDAY,2022-02-03,AMC
395,SPB,https://www.estimize.com/spb,FRIDAY,2022-02-04,BMO
396,SYY,https://www.estimize.com/syy,MONDAY,2022-02-07,BMO
397,ADM,https://www.estimize.com/adm,TUESDAY,2022-02-08,BMO
398,USNA,https://www.estimize.com/usna,TUESDAY,2022-02-08,AMC
399,FARM,https://www.estimize.com/farm,TUESDAY,2022-02-08,AMC
400,UVV,https://www.estimize.com/uvv,TUESDAY,2022-02-08,AMC
401,KO,https://www.estimize.com/ko,WEDNESDAY,2022-02-09,BMO
402,CVS,https://www.estimize.com/cvs,WEDNESDAY,2022-02-09,BMO
403,NHTC,https://www.estimize.com/nhtc,WEDNESDAY,2022-02-09,BMO
404,PFGC,https://www.estimize.com/pfgc,WEDNESDAY,2022-02-09,BMO
405,FLO,https://www.estimize.com/flo,WEDNESDAY,2022-02-09,AMC
406,PPC,https://www.estimize.com/ppc,WEDNESDAY,2022-02-09,AMC
407,PEP,https://www.estimize.com/pep,THURSDAY,2022-02-10,BMO
408,TSN,https://www.estimize.com/tsn,THURSDAY,2022-02-10,BMO
409,K,https://www.estimize.com/k,THURSDAY,2022-02-10,BMO
410,HAIN,https://www.estimize.com/hain,THURSDAY,2022-02-10,BMO
411,THS,https://www.estimize.com/ths,THURSDAY,2022-02-10,BMO
412,COTY,https://www.estimize.com/coty,THURSDAY,2022-02-10,BMO
413,EPC,https://www.estimize.com/epc,THURSDAY,2022-02-10,BMO
414,IMKTA,https://www.estimize.com/imkta,THURSDAY,2022-02-10,BMO
415,BRBR,https://www.estimize.com/brbr,THURSDAY,2022-02-10,AMC
416,ANDE,https://www.estimize.com/ande,TUESDAY,2022-02-15,AMC
417,CHEF,https://www.estimize.com/chef,WEDNESDAY,2022-02-16,BMO
418,BG,https://www.estimize.com/bg,WEDNESDAY,2022-02-16,BMO
419,WMT,https://www.estimize.com/wmt,THURSDAY,2022-02-17,BMO
420,CCEP,https://www.estimize.com/ccep,THURSDAY,2022-02-17,BMO
421,KHC,https://www.estimize.com/khc,THURSDAY,2022-02-17,BMO
422,NUS,https://www.estimize.com/nus,THURSDAY,2022-02-17,AMC
423,CPB,https://www.estimize.com/cpb,FRIDAY,2022-02-18,BMO
424,FDP,https://www.estimize.com/fdp,TUESDAY,2022-02-22,BMO
425,SJM,https://www.estimize.com/sjm,WEDNESDAY,2022-02-23,BMO
426,SAM,https://www.estimize.com/sam,WEDNESDAY,2022-02-23,AMC
427,SPTN,https://www.estimize.com/sptn,WEDNESDAY,2022-02-23,AMC
428,KDP,https://www.estimize.com/kdp,THURSDAY,2022-02-24,BMO
429,TAP,https://www.estimize.com/tap,THURSDAY,2022-02-24,BMO
430,HRL,https://www.estimize.com/hrl,THURSDAY,2022-02-24,BMO
431,SAFM,https://www.estimize.com/safm,MONDAY,2022-01-03,BMO
432,BUD,https://www.estimize.com/bud,THURSDAY,2022-02-24,BMO
433,HLF,https://www.estimize.com/hlf,THURSDAY,2022-02-24,AMC
434,SFM,https://www.estimize.com/sfm,THURSDAY,2022-02-24,AMC
435,DAR,https://www.estimize.com/dar,TUESDAY,2022-03-01,BMO
436,STKL,https://www.estimize.com/stkl,TUESDAY,2022-03-01,BMO
437,BGS,https://www.estimize.com/bgs,TUESDAY,2022-03-01,AMC
438,COKE,https://www.estimize.com/coke,TUESDAY,2022-03-01,AMC
439,TWNK,https://www.estimize.com/twnk,WEDNESDAY,2022-03-02,BMO
440,MGPI,https://www.estimize.com/mgpi,WEDNESDAY,2022-03-02,BMO
441,MNST,https://www.estimize.com/mnst,WEDNESDAY,2022-03-02,AMC
442,KR,https://www.estimize.com/kr,THURSDAY,2022-03-03,BMO
443,COST,https://www.estimize.com/cost,THURSDAY,2022-03-03,AMC
444,BYND,https://www.estimize.com/bynd,THURSDAY,2022-03-03,AMC
445,VGR,https://www.estimize.com/vgr,THURSDAY,2022-03-03,AMC
446,CASY,https://www.estimize.com/casy,MONDAY,2022-03-07,AMC
447,CVGW,https://www.estimize.com/cvgw,TUESDAY,2022-03-08,AMC
448,UNFI,https://www.estimize.com/unfi,WEDNESDAY,2022-03-09,BMO
449,XXII,https://www.estimize.com/xxii,WEDNESDAY,2022-03-09,BMO
450,FRPT,https://www.estimize.com/frpt,WEDNESDAY,2022-03-09,AMC
451,FIZZ,https://www.estimize.com/fizz,THURSDAY,2022-03-10,BMO
452,BJ,https://www.estimize.com/bj,THURSDAY,2022-03-10,BMO
453,CELH,https://www.estimize.com/celh,THURSDAY,2022-03-10,BMO
454,LMNR,https://www.estimize.com/lmnr,MONDAY,2022-01-10,AMC
455,IPAR,https://www.estimize.com/ipar,MONDAY,2022-03-14,AMC
456,REYN,https://www.estimize.com/reyn,TUESDAY,2022-03-15,BMO
457,GIS,https://www.estimize.com/gis,WEDNESDAY,2022-03-23,BMO
458,CALM,https://www.estimize.com/calm,MONDAY,2022-03-28,AMC
459,MKC,https://www.estimize.com/mkc,THURSDAY,2022-01-27,BMO
460,GO,https://www.estimize.com/go,TUESDAY,2022-03-29,AMC
461,NOMD,https://www.estimize.com/nomd,THURSDAY,2022-03-31,BMO
462,KMI,https://www.estimize.com/kmi,WEDNESDAY,2022-01-19,AMC
463,BKR,https://www.estimize.com/bkr,THURSDAY,2022-01-20,BMO
464,SLB,https://www.estimize.com/slb,FRIDAY,2022-01-21,BMO
465,HAL,https://www.estimize.com/hal,MONDAY,2022-01-24,BMO
466,RES,https://www.estimize.com/res,WEDNESDAY,2022-01-26,BMO
467,HES,https://www.estimize.com/hes,WEDNESDAY,2022-01-26,BMO
468,MUR,https://www.estimize.com/mur,WEDNESDAY,2022-01-26,BMO
469,VLO,https://www.estimize.com/vlo,THURSDAY,2022-01-27,BMO
470,HP,https://www.estimize.com/hp,THURSDAY,2022-01-27,AMC
471,CVX,https://www.estimize.com/cvx,FRIDAY,2022-01-28,BMO
472,PSX,https://www.estimize.com/psx,FRIDAY,2022-01-28,BMO
473,ARLP,https://www.estimize.com/arlp,MONDAY,2022-01-31,BMO
474,XOM,https://www.estimize.com/xom,TUESDAY,2022-02-01,BMO
475,CNX,https://www.estimize.com/cnx,TUESDAY,2022-02-01,BMO
476,MPC,https://www.estimize.com/mpc,WEDNESDAY,2022-02-02,BMO
477,EPD,https://www.estimize.com/epd,WEDNESDAY,2022-02-02,BMO
478,MPLX,https://www.estimize.com/mplx,WEDNESDAY,2022-02-02,BMO
479,CLB,https://www.estimize.com/clb,WEDNESDAY,2022-02-02,AMC
480,SU,https://www.estimize.com/su,WEDNESDAY,2022-02-02,AMC
481,COP,https://www.estimize.com/cop,THURSDAY,2022-02-03,BMO
482,MMP,https://www.estimize.com/mmp,THURSDAY,2022-02-03,BMO
483,NS,https://www.estimize.com/ns,THURSDAY,2022-02-03,BMO
484,SPH,https://www.estimize.com/sph,THURSDAY,2022-02-03,BMO
485,EURN,https://www.estimize.com/eurn,THURSDAY,2022-02-03,BMO
486,NOV,https://www.estimize.com/nov,THURSDAY,2022-02-03,AMC
487,PSXP,https://www.estimize.com/psxp,FRIDAY,2022-02-04,BMO
488,IMO,https://www.estimize.com/imo,FRIDAY,2022-02-04,BMO
489,CVE,https://www.estimize.com/cve,TUESDAY,2022-02-08,BMO
490,CIVI,https://www.estimize.com/civi,TUESDAY,2022-02-08,BMO
491,PXD,https://www.estimize.com/pxd,TUESDAY,2022-02-08,AMC
492,NGL,https://www.estimize.com/ngl,TUESDAY,2022-02-08,AMC
493,PAGP,https://www.estimize.com/pagp,TUESDAY,2022-02-08,AMC
494,GPRE,https://www.estimize.com/gpre,WEDNESDAY,2022-02-09,BMO
495,ASC,https://www.estimize.com/asc,WEDNESDAY,2022-02-09,BMO
496,OII,https://www.estimize.com/oii,WEDNESDAY,2022-02-09,AMC
497,DHT,https://www.estimize.com/dht,WEDNESDAY,2022-02-09,AMC
498,PAA,https://www.estimize.com/paa,WEDNESDAY,2022-02-09,AMC
499,MTRX,https://www.estimize.com/mtrx,WEDNESDAY,2022-02-09,AMC
500,GEOS,https://www.estimize.com/geos,WEDNESDAY,2022-02-09,AMC
501,PTEN,https://www.estimize.com/pten,THURSDAY,2022-02-10,BMO
502,PBF,https://www.estimize.com/pbf,THURSDAY,2022-02-10,BMO
503,FET,https://www.estimize.com/fet,THURSDAY,2022-02-10,AMC
504,NR,https://www.estimize.com/nr,THURSDAY,2022-02-10,AMC
505,CCJ,https://www.estimize.com/ccj,FRIDAY,2022-02-11,BMO
506,DVN,https://www.estimize.com/dvn,TUESDAY,2022-02-15,AMC
507,OXY,https://www.estimize.com/oxy,TUESDAY,2022-02-15,AMC
508,FANG,https://www.estimize.com/fang,TUESDAY,2022-02-15,AMC
509,DCP,https://www.estimize.com/dcp,TUESDAY,2022-02-15,AMC
510,OIS,https://www.estimize.com/ois,WEDNESDAY,2022-02-16,BMO
511,MRO,https://www.estimize.com/mro,WEDNESDAY,2022-02-16,AMC
512,WMB,https://www.estimize.com/wmb,WEDNESDAY,2022-02-16,AMC
513,NBR,https://www.estimize.com/nbr,WEDNESDAY,2022-02-16,AMC
514,AR,https://www.estimize.com/ar,WEDNESDAY,2022-02-16,AMC
515,LPI,https://www.estimize.com/lpi,WEDNESDAY,2022-02-16,AMC
516,STNG,https://www.estimize.com/stng,THURSDAY,2022-02-17,BMO
517,TRP,https://www.estimize.com/trp,THURSDAY,2022-02-17,BMO
518,GEL,https://www.estimize.com/gel,THURSDAY,2022-02-17,BMO
519,EQT,https://www.estimize.com/eqt,THURSDAY,2022-02-17,AMC
520,RIG,https://www.estimize.com/rig,MONDAY,2022-02-21,AMC
521,HLX,https://www.estimize.com/hlx,MONDAY,2022-02-21,AMC
522,NAT,https://www.estimize.com/nat,TUESDAY,2022-02-22,BMO
523,HEP,https://www.estimize.com/hep,TUESDAY,2022-02-22,BMO
524,XPRO,https://www.estimize.com/xpro,TUESDAY,2022-02-22,BMO
525,CEQP,https://www.estimize.com/ceqp,TUESDAY,2022-02-22,BMO
526,DK,https://www.estimize.com/dk,TUESDAY,2022-02-22,AMC
527,HFC,https://www.estimize.com/hfc,WEDNESDAY,2022-02-23,BMO
528,RRC,https://www.estimize.com/rrc,WEDNESDAY,2022-02-23,AMC
529,FTI,https://www.estimize.com/fti,WEDNESDAY,2022-02-23,AMC
530,SM,https://www.estimize.com/sm,WEDNESDAY,2022-02-23,AMC
531,CLR,https://www.estimize.com/clr,WEDNESDAY,2022-02-23,AMC
532,MTDR,https://www.estimize.com/mtdr,WEDNESDAY,2022-02-23,AMC
533,ET,https://www.estimize.com/et,WEDNESDAY,2022-02-23,AMC
534,WES,https://www.estimize.com/wes,WEDNESDAY,2022-02-23,AMC
535,DKL,https://www.estimize.com/dkl,WEDNESDAY,2022-02-23,AMC
536,TS,https://www.estimize.com/ts,WEDNESDAY,2022-02-23,AMC
537,TK,https://www.estimize.com/tk,THURSDAY,2022-02-24,BMO
538,TNK,https://www.estimize.com/tnk,THURSDAY,2022-02-24,BMO
539,TRGP,https://www.estimize.com/trgp,THURSDAY,2022-02-24,BMO
540,APA,https://www.estimize.com/apa,THURSDAY,2022-02-24,AMC
541,SWN,https://www.estimize.com/swn,THURSDAY,2022-02-24,AMC
542,OVV,https://www.estimize.com/ovv,THURSDAY,2022-02-24,AMC
543,CRK,https://www.estimize.com/crk,THURSDAY,2022-02-24,AMC
544,INT,https://www.estimize.com/int,THURSDAY,2022-02-24,AMC
545,ASPN,https://www.estimize.com/aspn,THURSDAY,2022-02-24,AMC
546,CTRA,https://www.estimize.com/ctra,FRIDAY,2022-02-25,BMO
547,KOS,https://www.estimize.com/kos,MONDAY,2022-02-28,BMO
548,CDEV,https://www.estimize.com/cdev,MONDAY,2022-02-28,AMC
549,GLNG,https://www.estimize.com/glng,TUESDAY,2022-03-01,BMO
550,SFL,https://www.estimize.com/sfl,TUESDAY,2022-03-01,BMO
551,LNG,https://www.estimize.com/lng,TUESDAY,2022-03-01,BMO
552,CQP,https://www.estimize.com/cqp,TUESDAY,2022-03-01,BMO
553,EOG,https://www.estimize.com/eog,TUESDAY,2022-03-01,AMC
554,DRQ,https://www.estimize.com/drq,TUESDAY,2022-03-01,AMC
555,NOG,https://www.estimize.com/nog,WEDNESDAY,2022-03-02,BMO
556,TRMD,https://www.estimize.com/trmd,WEDNESDAY,2022-03-02,BMO
557,PDCE,https://www.estimize.com/pdce,WEDNESDAY,2022-03-02,AMC
558,CPE,https://www.estimize.com/cpe,WEDNESDAY,2022-03-02,AMC
559,WTI,https://www.estimize.com/wti,WEDNESDAY,2022-03-02,AMC
560,TTI,https://www.estimize.com/tti,WEDNESDAY,2022-03-02,AMC
561,GTE,https://www.estimize.com/gte,WEDNESDAY,2022-03-02,AMC
562,ICD,https://www.estimize.com/icd,FRIDAY,2022-03-04,BMO
563,REGI,https://www.estimize.com/regi,TUESDAY,2022-03-08,AMC
564,NRP,https://www.estimize.com/nrp,WEDNESDAY,2022-03-09,BMO
565,ALTO,https://www.estimize.com/alto,WEDNESDAY,2022-03-09,AMC
566,CLMT,https://www.estimize.com/clmt,THURSDAY,2022-03-10,BMO
567,NGS,https://www.estimize.com/ngs,THURSDAY,2022-03-10,BMO
568,GLP,https://www.estimize.com/glp,THURSDAY,2022-03-10,BMO
569,CLNE,https://www.estimize.com/clne,TUESDAY,2022-03-15,AMC
570,NEX,https://www.estimize.com/nex,TUESDAY,2022-03-15,AMC
571,TALO,https://www.estimize.com/talo,WEDNESDAY,2022-03-16,AMC
572,PUMP,https://www.estimize.com/pump,MONDAY,2022-03-28,AMC
573,JEF,https://www.estimize.com/jef,THURSDAY,2022-01-13,AMC
574,JPM,https://www.estimize.com/jpm,FRIDAY,2022-01-14,BMO
575,WFC,https://www.estimize.com/wfc,FRIDAY,2022-01-14,BMO
576,C,https://www.estimize.com/c,FRIDAY,2022-01-14,BMO
577,BLK,https://www.estimize.com/blk,FRIDAY,2022-01-14,BMO
578,BAC,https://www.estimize.com/bac,TUESDAY,2022-01-18,BMO
579,GS,https://www.estimize.com/gs,TUESDAY,2022-01-18,BMO
580,PNC,https://www.estimize.com/pnc,TUESDAY,2022-01-18,BMO
581,SCHW,https://www.estimize.com/schw,TUESDAY,2022-01-18,BMO
582,BK,https://www.estimize.com/bk,TUESDAY,2022-01-18,BMO
583,TFC,https://www.estimize.com/tfc,TUESDAY,2022-01-18,BMO
584,IBKR,https://www.estimize.com/ibkr,TUESDAY,2022-01-18,AMC
585,MS,https://www.estimize.com/ms,WEDNESDAY,2022-01-19,BMO
586,USB,https://www.estimize.com/usb,WEDNESDAY,2022-01-19,BMO
587,CMA,https://www.estimize.com/cma,WEDNESDAY,2022-01-19,BMO
588,CTBI,https://www.estimize.com/ctbi,WEDNESDAY,2022-01-19,BMO
589,CFG,https://www.estimize.com/cfg,WEDNESDAY,2022-01-19,BMO
590,SLM,https://www.estimize.com/slm,WEDNESDAY,2022-01-19,AMC
591,NTRS,https://www.estimize.com/ntrs,THURSDAY,2022-01-20,BMO
592,TRV,https://www.estimize.com/trv,THURSDAY,2022-01-20,BMO
593,HOMB,https://www.estimize.com/homb,THURSDAY,2022-01-20,BMO
594,MTG,https://www.estimize.com/mtg,THURSDAY,2022-01-20,AMC
595,SIVB,https://www.estimize.com/sivb,THURSDAY,2022-01-20,AMC
596,ALLY,https://www.estimize.com/ally,FRIDAY,2022-01-21,BMO
597,PRK,https://www.estimize.com/prk,MONDAY,2022-01-24,BMO
598,CHCO,https://www.estimize.com/chco,MONDAY,2022-01-24,BMO
599,BRO,https://www.estimize.com/bro,MONDAY,2022-01-24,AMC
600,AXP,https://www.estimize.com/axp,TUESDAY,2022-01-25,BMO
601,LKFN,https://www.estimize.com/lkfn,TUESDAY,2022-01-25,BMO
602,COF,https://www.estimize.com/cof,TUESDAY,2022-01-25,AMC
603,NAVI,https://www.estimize.com/navi,TUESDAY,2022-01-25,AMC
604,STT,https://www.estimize.com/stt,WEDNESDAY,2022-01-26,BMO
605,PGR,https://www.estimize.com/pgr,WEDNESDAY,2022-01-26,BMO
606,BOKF,https://www.estimize.com/bokf,WEDNESDAY,2022-01-26,BMO
607,MKTX,https://www.estimize.com/mktx,WEDNESDAY,2022-01-26,BMO
608,DFS,https://www.estimize.com/dfs,WEDNESDAY,2022-01-26,AMC
609,AMP,https://www.estimize.com/amp,WEDNESDAY,2022-01-26,AMC
610,RJF,https://www.estimize.com/rjf,WEDNESDAY,2022-01-26,AMC
611,SEIC,https://www.estimize.com/seic,WEDNESDAY,2022-01-26,AMC
612,CNS,https://www.estimize.com/cns,WEDNESDAY,2022-01-26,AMC
613,AXS,https://www.estimize.com/axs,WEDNESDAY,2022-01-26,AMC
614,RLI,https://www.estimize.com/rli,WEDNESDAY,2022-01-26,AMC
615,TROW,https://www.estimize.com/trow,THURSDAY,2022-01-27,BMO
616,BX,https://www.estimize.com/bx,THURSDAY,2022-01-27,BMO
617,HBAN,https://www.estimize.com/hban,THURSDAY,2022-01-27,BMO
618,WRLD,https://www.estimize.com/wrld,THURSDAY,2022-01-27,BMO
619,STBA,https://www.estimize.com/stba,THURSDAY,2022-01-27,BMO
620,IVZ,https://www.estimize.com/ivz,THURSDAY,2022-01-27,BMO
621,DCOM,https://www.estimize.com/dcom,THURSDAY,2022-01-27,BMO
622,AX,https://www.estimize.com/ax,THURSDAY,2022-01-27,AMC
623,FHI,https://www.estimize.com/fhi,THURSDAY,2022-01-27,AMC
624,GHL,https://www.estimize.com/ghl,THURSDAY,2022-01-27,AMC
625,OCFC,https://www.estimize.com/ocfc,THURSDAY,2022-01-27,AMC
626,TBNK,https://www.estimize.com/tbnk,THURSDAY,2022-01-27,AMC
627,SYF,https://www.estimize.com/syf,FRIDAY,2022-01-28,BMO
628,ABCB,https://www.estimize.com/abcb,FRIDAY,2022-01-28,AMC
629,AMG,https://www.estimize.com/amg,MONDAY,2022-01-31,BMO
630,CACC,https://www.estimize.com/cacc,MONDAY,2022-01-31,AMC
631,PFG,https://www.estimize.com/pfg,MONDAY,2022-01-31,AMC
632,RGA,https://www.estimize.com/rga,MONDAY,2022-01-31,AMC
633,BFIN,https://www.estimize.com/bfin,MONDAY,2022-01-31,AMC
634,CIT,https://www.estimize.com/cit,TUESDAY,2022-02-01,BMO
635,SF,https://www.estimize.com/sf,TUESDAY,2022-02-01,BMO
636,NMR,https://www.estimize.com/nmr,TUESDAY,2022-02-01,BMO
637,CB,https://www.estimize.com/cb,TUESDAY,2022-02-01,AMC
638,HLI,https://www.estimize.com/hli,TUESDAY,2022-02-01,AMC
639,RNR,https://www.estimize.com/rnr,TUESDAY,2022-02-01,AMC
640,WRB,https://www.estimize.com/wrb,TUESDAY,2022-02-01,AMC
641,NDAQ,https://www.estimize.com/ndaq,WEDNESDAY,2022-02-02,BMO
642,BEN,https://www.estimize.com/ben,WEDNESDAY,2022-02-02,BMO
643,EVR,https://www.estimize.com/evr,WEDNESDAY,2022-02-02,BMO
644,BIP,https://www.estimize.com/bip,WEDNESDAY,2022-02-02,BMO
645,MET,https://www.estimize.com/met,WEDNESDAY,2022-02-02,AMC
646,AFL,https://www.estimize.com/afl,WEDNESDAY,2022-02-02,AMC
647,UNM,https://www.estimize.com/unm,WEDNESDAY,2022-02-02,AMC
648,EZPW,https://www.estimize.com/ezpw,WEDNESDAY,2022-02-02,AMC
649,GL,https://www.estimize.com/gl,WEDNESDAY,2022-02-02,AMC
650,FNF,https://www.estimize.com/fnf,WEDNESDAY,2022-02-02,AMC
651,LNC,https://www.estimize.com/lnc,WEDNESDAY,2022-02-02,AMC
652,THG,https://www.estimize.com/thg,WEDNESDAY,2022-02-02,AMC
653,MSCI,https://www.estimize.com/msci,THURSDAY,2022-02-03,BMO
654,MMC,https://www.estimize.com/mmc,THURSDAY,2022-02-03,BMO
655,LAZ,https://www.estimize.com/laz,THURSDAY,2022-02-03,BMO
656,FCFS,https://www.estimize.com/fcfs,THURSDAY,2022-02-03,BMO
657,JHG,https://www.estimize.com/jhg,THURSDAY,2022-02-03,BMO
658,PRU,https://www.estimize.com/pru,THURSDAY,2022-02-03,AMC
659,AJG,https://www.estimize.com/ajg,THURSDAY,2022-02-03,AMC
660,LPLA,https://www.estimize.com/lpla,THURSDAY,2022-02-03,AMC
661,PFSI,https://www.estimize.com/pfsi,THURSDAY,2022-02-03,AMC
662,ALL,https://www.estimize.com/all,THURSDAY,2022-02-03,AMC
663,CBOE,https://www.estimize.com/cboe,FRIDAY,2022-02-04,BMO
664,WETF,https://www.estimize.com/wetf,FRIDAY,2022-02-04,BMO
665,AON,https://www.estimize.com/aon,FRIDAY,2022-02-04,BMO
666,PIPR,https://www.estimize.com/pipr,FRIDAY,2022-02-04,BMO
667,CNA,https://www.estimize.com/cna,MONDAY,2022-02-07,BMO
668,MCY,https://www.estimize.com/mcy,MONDAY,2022-02-07,AMC
669,SPGI,https://www.estimize.com/spgi,TUESDAY,2022-02-08,BMO
670,HLNE,https://www.estimize.com/hlne,TUESDAY,2022-02-08,BMO
671,GNW,https://www.estimize.com/gnw,TUESDAY,2022-02-08,AMC
672,AIZ,https://www.estimize.com/aiz,TUESDAY,2022-02-08,AMC
673,AAIC,https://www.estimize.com/aaic,TUESDAY,2022-02-08,AMC
674,APAM,https://www.estimize.com/apam,TUESDAY,2022-02-08,AMC
675,CNO,https://www.estimize.com/cno,TUESDAY,2022-02-08,AMC
676,AMRK,https://www.estimize.com/amrk,TUESDAY,2022-02-08,AMC
677,HMN,https://www.estimize.com/hmn,TUESDAY,2022-02-08,AMC
678,SOFI,https://www.estimize.com/sofi,TUESDAY,2022-02-08,AMC
679,CME,https://www.estimize.com/cme,WEDNESDAY,2022-02-09,BMO
680,PSEC,https://www.estimize.com/psec,WEDNESDAY,2022-02-09,BMO
681,WD,https://www.estimize.com/wd,WEDNESDAY,2022-02-09,BMO
682,CG,https://www.estimize.com/cg,WEDNESDAY,2022-02-09,BMO
683,PNNT,https://www.estimize.com/pnnt,WEDNESDAY,2022-02-09,AMC
684,MC,https://www.estimize.com/mc,WEDNESDAY,2022-02-09,AMC
685,PRI,https://www.estimize.com/pri,WEDNESDAY,2022-02-09,AMC
686,AEL,https://www.estimize.com/ael,WEDNESDAY,2022-02-09,AMC
687,RM,https://www.estimize.com/rm,WEDNESDAY,2022-02-09,AMC
688,SNEX,https://www.estimize.com/snex,WEDNESDAY,2022-02-09,AMC
689,VOYA,https://www.estimize.com/voya,WEDNESDAY,2022-02-09,AMC
690,ICE,https://www.estimize.com/ice,THURSDAY,2022-02-10,BMO
691,KKR,https://www.estimize.com/kkr,THURSDAY,2022-02-10,BMO
692,OCSL,https://www.estimize.com/ocsl,THURSDAY,2022-02-10,BMO
693,WLTW,https://www.estimize.com/wltw,THURSDAY,2022-02-10,BMO
694,BGCP,https://www.estimize.com/bgcp,THURSDAY,2022-02-10,BMO
695,FAF,https://www.estimize.com/faf,THURSDAY,2022-02-10,BMO
696,CS,https://www.estimize.com/cs,THURSDAY,2022-02-10,BMO
697,STC,https://www.estimize.com/stc,THURSDAY,2022-02-10,AMC
698,ESNT,https://www.estimize.com/esnt,FRIDAY,2022-02-11,BMO
699,KMPR,https://www.estimize.com/kmpr,MONDAY,2022-02-14,AMC
700,ACGL,https://www.estimize.com/acgl,MONDAY,2022-02-14,AMC
701,NMIH,https://www.estimize.com/nmih,TUESDAY,2022-02-15,AMC
702,TRUP,https://www.estimize.com/trup,TUESDAY,2022-02-15,AMC
703,TW,https://www.estimize.com/tw,WEDNESDAY,2022-02-16,BMO
704,STFC,https://www.estimize.com/stfc,THURSDAY,2022-02-17,BMO
705,COWN,https://www.estimize.com/cown,THURSDAY,2022-02-17,BMO
706,UFCS,https://www.estimize.com/ufcs,THURSDAY,2022-02-17,BMO
707,NMRK,https://www.estimize.com/nmrk,THURSDAY,2022-02-17,BMO
708,SCU,https://www.estimize.com/scu,THURSDAY,2022-02-17,AMC
709,HOOD,https://www.estimize.com/hood,THURSDAY,2022-02-17,AMC
710,MCO,https://www.estimize.com/mco,FRIDAY,2022-02-18,BMO
711,BRK-B,https://www.estimize.com/brk-b,MONDAY,2022-02-21,BMO
712,LC,https://www.estimize.com/lc,TUESDAY,2022-02-22,AMC
713,AMSF,https://www.estimize.com/amsf,TUESDAY,2022-02-22,AMC
714,GDOT,https://www.estimize.com/gdot,WEDNESDAY,2022-02-23,AMC
715,ECPG,https://www.estimize.com/ecpg,WEDNESDAY,2022-02-23,AMC
716,PRA,https://www.estimize.com/pra,WEDNESDAY,2022-02-23,AMC
717,UIHC,https://www.estimize.com/uihc,WEDNESDAY,2022-02-23,AMC
718,SAFT,https://www.estimize.com/saft,WEDNESDAY,2022-02-23,AMC
719,TREE,https://www.estimize.com/tree,THURSDAY,2022-02-24,BMO
720,EHTH,https://www.estimize.com/ehth,THURSDAY,2022-02-24,BMO
721,CBRE,https://www.estimize.com/cbre,THURSDAY,2022-02-24,BMO
722,FOCS,https://www.estimize.com/focs,THURSDAY,2022-02-24,BMO
723,MAIN,https://www.estimize.com/main,THURSDAY,2022-02-24,AMC
724,RMAX,https://www.estimize.com/rmax,THURSDAY,2022-02-24,AMC
725,ERIE,https://www.estimize.com/erie,THURSDAY,2022-02-24,AMC
726,RKT,https://www.estimize.com/rkt,THURSDAY,2022-02-24,AMC
727,TPL,https://www.estimize.com/tpl,THURSDAY,2022-02-24,AMC
728,AGO,https://www.estimize.com/ago,THURSDAY,2022-02-24,AMC
