,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,0.44,0.59,0.02,0.48,0.52,0.71,0.29,0.54
1,6,7,5,4,5,5,3,4
2,0.43,0.56,-0.09,0.46,0.49,0.64,0.23,0.45
3,0.28,0.59,0.03,0.73,0.97,0.76,0.43,0.69
4,-20%,-6%,-67%,7%,246%,29%,1333%,-5%
