,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-0.02,-
1,,,,,,,3,
2,-,-,-,-,-,-,-,-
3,-1.23,0.10,-0.11,-0.07,-0.05,-0.04,-0.30,-0.04
4,-128%,117%,90%,84%,96%,-140%,-173%,43%
