,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.40,0.23,0.28,0.37,0.69,0.81,0.86,0.73
1,5,7,5,5,4,5,5,4
2,0.40,0.24,0.26,0.29,0.60,0.69,0.67,0.58
3,0.26,0.26,0.62,0.80,0.93,0.98,1.02,0.70
4,-56%,-26%,88%,176%,258%,277%,65%,-13%
