,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.92,0.88,0.68,0.94,0.90,1.07,1.14,1.19
1,14,11,9,10,10,8,7,10
2,0.88,0.86,0.64,0.91,0.86,1.04,1.08,1.11
3,0.92,0.95,0.89,1.10,0.91,1.26,1.19,1.25
4,16%,8%,-1%,17%,-1%,33%,34%,14%
