,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.48,1.58,2.13,2.40,2.25,1.99,2.23,2.29
1,7,6,6,8,5,5,4,4
2,1.45,1.58,2.27,2.14,2.07,1.93,2.07,1.95
3,1.56,-0.19,4.34,2.31,1.30,2.97,3.07,2.66
4,8%,-113%,239%,41%,-17%,1663%,-29%,15%
