,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.72,0.69,0.76,0.74,0.83,-,-,-
1,8,5,5,3,3,,,
2,0.71,0.67,0.72,0.72,0.79,0.78,0.66,0.72
3,0.81,0.63,0.80,0.85,0.93,0.75,0.56,0.73
4,33%,17%,29%,18%,15%,19%,-30%,-14%
