,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-0.40,-0.26,-0.13,-0.09,-0.13
1,,,,5,4,6,3,5
2,-,-,-,-0.42,-0.25,-0.15,-0.12,-0.12
3,-0.41,-0.43,-0.52,-0.43,-0.10,-0.14,-0.15,-0.02
4,-37%,0%,-1833%,-34%,76%,67%,71%,95%
