,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.38,0.45,0.28,0.33,-,0.54,0.29,0.31
1,6,4,4,3,,3,3,3
2,0.37,0.44,0.20,0.30,0.20,0.54,0.25,0.28
3,0.45,0.65,0.21,0.34,0.29,0.59,0.36,0.33
4,25%,41%,-40%,-36%,-36%,-9%,71%,-3%
