,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-,-0.11
1,,,,,,,,3
2,-,-,-,-,-,-,-0.15,-0.14
3,-0.26,-0.34,-0.31,-0.10,-0.08,-0.03,-0.04,-0.08
4,21%,28%,14%,69%,69%,91%,87%,20%
