,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.10,-0.35,-2.10,-1.47,-,-1.94,-0.68,1.07
1,6,5,9,4,,4,3,3
2,-0.10,-0.37,-1.79,-1.41,-1.89,-2.01,-0.77,1.32
3,-0.01,-0.42,-2.59,-0.81,-2.11,-1.92,-1.89,0.58
4,89%,18%,-280%,-152%,-21000%,-357%,27%,172%
