,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.57,2.10,1.41,1.70,1.55,1.70,1.96,2.28
1,12,7,10,8,7,8,6,7
2,2.56,2.05,1.39,1.72,1.46,1.66,1.95,2.28
3,2.61,1.81,1.21,1.59,1.45,1.79,2.31,2.45
4,24%,5%,-47%,-39%,-44%,-1%,91%,54%
