,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,0.34,-0.18,-0.34,-,-
1,,,,3,3,4,,
2,-,-,-,0.23,-0.24,-0.35,-0.45,-0.51
3,0.75,1.01,1.14,0.22,-0.29,-0.35,-0.47,-0.53
4,838%,1022%,733%,238%,-139%,-135%,-141%,-341%
