,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.66,-,0.59,-,0.83,-,0.85,1.02
1,7,,4,,4,,4,7
2,0.68,0.58,0.56,0.77,0.78,0.67,0.83,0.99
3,0.71,0.61,0.65,0.89,0.81,0.72,0.86,0.94
4,29%,24%,2%,27%,14%,18%,32%,6%
