,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.49,0.49,0.50,0.66,0.59,0.66,0.70,0.70
1,25,27,20,17,15,16,12,18
2,0.47,0.48,0.49,0.63,0.57,0.61,0.68,0.67
3,0.47,0.52,0.59,0.67,0.88,0.59,0.75,0.63
4,9%,8%,11%,22%,87%,13%,27%,-6%
