,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.63,0.61,0.58,0.66,0.84,0.97,0.93,0.99
1,42,31,22,17,16,10,12,11
2,0.62,0.57,0.60,0.63,0.70,0.83,0.90,0.91
3,0.69,0.55,0.78,0.86,1.24,0.99,1.06,0.88
4,8%,-15%,30%,30%,80%,80%,36%,2%
