,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.01,-0.24,-0.50,-0.45,-,-,-0.17,-0.02
1,6,6,6,5,,,3,3
2,0.01,-0.23,-0.46,-0.34,-0.40,-0.35,-0.17,-0.05
3,-0.02,-0.32,-0.63,-0.42,-0.57,-0.33,-0.10,-0.05
4,-140%,-167%,-3050%,-1150%,-2750%,-3%,84%,88%
