,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.45,-0.27,-0.22,0.30,0.37,0.24,0.29,0.48
1,7,7,7,5,3,6,3,4
2,0.51,-0.26,-0.19,0.26,0.33,0.20,0.25,0.52
3,0.47,-0.34,0.38,0.28,0.44,0.29,0.10,0.34
4,687%,46%,533%,567%,-6%,185%,-74%,21%
