,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.38,-0.03,0.62,-,0.79,-0.09,0.72,0.89
1,5,4,3,,3,4,3,4
2,0.42,-0.03,0.71,0.62,0.86,-0.18,0.79,0.87
3,-0.06,-0.26,0.69,0.54,0.34,0.42,0.75,0.64
4,91%,-44%,411%,50%,665%,262%,10%,19%
