,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.80,-0.17,0.03,0.09,0.52,-,0.49,0.25
1,8,8,8,5,5,,4,3
2,0.67,-0.31,-0.12,0.07,0.45,0.40,0.42,0.17
3,0.60,0.01,-0.15,0.51,0.73,0.46,0.68,0.10
4,-38%,-93%,-117%,4%,22%,4500%,553%,-80%
