,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-0.64,-0.59,-0.69,-0.99,-0.87,-0.87,-
1,,5,6,6,5,3,4,
2,-0.54,-0.57,-0.59,-0.68,-0.76,-0.83,-0.86,-0.64
3,-0.56,-0.56,-0.65,-0.79,-0.99,-0.84,-1.03,-0.94
4,-8%,-22%,-18%,-46%,-77%,-50%,-58%,-19%
