,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.04,0.50,0.73,0.84,1.03,1.23,1.18,1.27
1,3,10,8,8,7,10,6,9
2,1.02,0.43,0.73,0.84,0.98,1.12,1.11,1.17
3,1.12,0.87,0.83,0.98,1.18,1.19,1.55,1.42
4,7%,-17%,-26%,-8%,5%,36%,88%,45%
