,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.13,0.04,-0.31,0.15,0.19,0.24,0.52,0.47
1,25,20,14,18,11,7,8,9
2,0.12,0,-0.32,0.12,0.14,0.21,0.48,0.38
3,0.17,0.01,0.23,0.31,0.19,0.42,0.62,0.45
4,55%,-95%,-45%,24%,12%,4100%,170%,45%
