,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.11,-,-,-,-,0.02,0.14,0.14
1,4,,,,,3,4,3
2,0.09,-0.33,-0.63,-0.33,0.10,-0.10,0.07,0.07
3,0.14,-0.60,-0.23,0.08,0.31,0.15,0.28,0.17
4,227%,-71%,-174%,-47%,121%,125%,222%,113%
