,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,-,-,-,-,0.15,0.14
1,,,,,,,4,4
2,-,-,-,-,-,-,0.10,0.12
3,0.31,0.05,0.10,0.32,0.36,0.23,0.11,-0.06
4,-44%,-89%,-67%,-11%,16%,360%,10%,-119%
