,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.76,0.42,0.48,1.10,-,0.57,-,-
1,3,4,5,3,,3,,
2,0.76,0.41,0.45,1.03,0.83,0.53,0.91,0.99
3,0.84,0.48,1.19,1.10,0.79,0.70,0.77,1.27
4,25%,-9%,82%,12%,-6%,45%,-35%,16%
