,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-0.05,-,-,-0.05,-0.01
1,,,,3,,,6,8
2,-,-,-0.03,-0.04,-0.04,-0.08,-0.05,-0.02
3,0.18,0.05,-0.16,-0.15,0.09,-0.07,-0.08,-0.11
4,-53%,183%,-433%,-1423%,-47%,-240%,50%,26%
