,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.79,0.73,0.82,-,-,1.05,-,-
1,5,3,3,,,3,,
2,0.66,0.69,0.71,0.74,0.61,1.02,0.79,0.89
3,0.80,0.85,0.90,1.16,0.77,1.02,0.90,0.82
4,-11%,25%,-15%,15%,-4%,20%,0%,-29%
