,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,0.51,0.54
1,,,,,,,3,4
2,-,0.34,-0.10,0.22,0.40,0.45,0.45,0.50
3,0.45,0.45,-0.21,0.39,0.41,0.49,0.56,0.54
4,15%,-12%,-145%,-15%,-9%,9%,367%,38%
