,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.07,0.17,0.12,0.09,0.15,0.26,0.29,0.21
1,22,13,11,15,11,4,5,7
2,-,0.17,0.09,0.05,-,-,-,-
3,0.08,0.43,0.21,0.16,0.21,0.27,0.22,0.32
4,-20%,153%,133%,167%,158%,-37%,5%,100%
